GEOID,TRACTCE,NAME,total_population,pct_white,pct_black,pct_asian,pct_indian,pct_hawaiian,pct_two_or_more_races,pct_hispanic,pct_female,pct_young_adults_20_34,pct_zero_car_ownership,unemployment_rate,pct_bachelors_plus,pct_drive_alone,pct_bike_to_work,pct_walk_to_work,housing_density,per_capita_income,land_area_sq_meters,population_density_sq_meter,housing_density_sq_meter
17031611400,611400,6114,3939,4.49,0.03,0.03,1.27,0.0,8.35,98.81,50.22,17.69,10.93,19.64,15.28,37.22,1.12,7.7,1190,14687.0,326619,0.01206,0.003643
17031611500,611500,6115,3565,23.14,7.6,0.0,3.34,1.26,51.28,86.73,45.19,14.0,23.17,10.26,13.18,59.23,0.0,0.0,1119,16903.0,507432,0.007026,0.002205
17031611900,611900,6119,1709,24.81,53.01,0.0,0.0,0.0,7.67,46.99,44.7,22.53,38.41,12.42,14.62,31.75,0.0,0.0,717,15214.0,612381,0.002791,0.001171
17031681200,681200,6812,2009,4.33,87.41,0.0,0.0,0.0,8.26,0.0,59.58,19.31,46.78,19.12,21.31,50.25,0.0,0.0,1198,15216.0,794733,0.002528,0.001507
17031810302,810302,8103.02,3233,61.74,16.21,3.9,1.3,0.0,12.47,7.89,52.06,11.17,5.48,4.69,65.84,51.92,3.84,2.43,1383,57847.0,781827,0.004135,0.001769
17031810400,810400,8104,5692,91.04,0.88,2.18,0.0,0.0,2.85,4.2,51.19,14.39,1.83,3.78,60.21,68.19,0.0,0.51,2168,59055.0,2319249,0.002454,0.000935
17031810701,810701,8107.01,5035,63.91,0.0,3.87,1.75,0.0,8.2,38.99,56.5,19.8,9.67,5.6,28.69,73.46,0.0,1.2,1951,30988.0,629767,0.007995,0.003098
17031810702,810702,8107.02,4053,65.63,3.21,3.48,0.0,0.0,23.14,41.23,54.28,16.98,8.82,7.9,32.46,83.06,0.0,1.62,1619,32721.0,686174,0.005907,0.002359
17031810600,810600,8106,4806,67.02,1.41,10.65,1.25,0.0,8.11,29.26,46.19,16.0,9.15,5.31,39.9,68.58,0.63,1.43,1914,40185.0,1534759,0.003131,0.001247
17031817200,817200,8172,4368,2.95,67.93,0.0,0.0,0.0,8.06,28.48,47.16,14.95,12.95,3.18,19.95,60.0,0.0,4.21,1697,19706.0,1090907,0.004004,0.001556
17031817400,817400,8174,3477,33.16,16.08,2.79,0.75,0.0,13.66,64.74,52.23,18.44,8.23,7.65,33.73,70.29,0.0,2.34,1130,32304.0,1094405,0.003177,0.001033
17031817600,817600,8176,3676,8.71,84.41,0.35,0.0,0.0,1.77,9.98,49.59,29.13,13.39,20.43,28.11,68.32,0.0,4.87,1336,23190.0,1034542,0.003553,0.001291
17031691200,691200,6912,2019,0.64,97.82,0.0,0.0,0.0,0.99,0.59,48.19,22.83,32.85,9.04,33.56,33.9,0.0,0.0,1177,21606.0,1003068,0.002013,0.001173
17031691100,691100,6911,3177,0.06,99.72,0.0,0.0,0.0,0.22,0.06,47.03,26.69,33.92,6.14,15.67,68.75,0.0,0.16,1557,21286.0,675743,0.004701,0.002304
17031730100,730100,7301,2441,2.38,95.08,0.0,0.0,0.0,0.33,0.0,58.62,17.29,17.49,14.03,34.68,62.77,0.0,1.31,978,28867.0,656951,0.003716,0.001489
17031730300,730300,7303,946,0.0,98.63,0.0,0.0,0.0,1.37,0.0,53.28,9.94,26.55,25.73,34.1,51.55,0.0,0.0,425,23229.0,297371,0.003181,0.001429
17031730400,730400,7304,3916,2.07,96.99,0.0,0.13,0.0,0.82,1.28,49.82,16.93,14.55,5.5,31.62,63.88,0.0,0.06,1444,35802.0,1285204,0.003047,0.001124
17031817700,817700,8177,5011,4.41,72.36,0.0,0.0,0.0,9.78,25.08,51.31,20.61,2.34,5.01,28.6,72.99,0.0,0.45,1797,30920.0,1453765,0.003447,0.001236
17031818100,818100,8181,2170,58.39,5.67,9.12,1.75,0.0,13.64,28.71,48.34,10.83,2.92,1.9,58.33,69.84,0.0,2.71,959,61369.0,1333263,0.001628,0.000719
17031826100,826100,8261,5066,13.07,73.88,0.0,0.0,0.0,3.36,14.51,50.97,22.9,18.14,5.39,24.88,61.43,0.0,0.0,2748,28364.0,3530817,0.001435,0.000778
17031826301,826301,8263.01,4164,3.48,88.93,0.43,0.0,0.0,1.97,4.54,49.18,18.88,11.06,14.12,39.8,64.24,0.0,9.31,1582,26722.0,2464187,0.00169,0.000642
17031826303,826303,8263.03,3456,2.43,95.98,0.0,0.0,0.0,0.35,1.59,57.75,19.39,6.06,9.36,31.25,59.44,0.0,0.0,1356,36301.0,1557566,0.002219,0.000871
17031826304,826304,8263.04,2885,6.93,81.7,0.0,0.0,0.03,11.3,0.03,44.06,17.61,9.89,8.52,35.23,68.96,0.0,0.0,1458,28586.0,1275306,0.002262,0.001143
17031730500,730500,7305,4049,0.27,99.7,0.0,0.0,0.0,0.02,0.02,50.38,14.3,18.59,8.4,41.09,55.74,0.0,0.0,1996,31790.0,1317608,0.003073,0.001515
17031730600,730600,7306,3544,1.47,96.39,0.0,0.0,0.0,2.14,1.47,56.8,17.33,14.14,12.7,48.18,54.27,0.0,2.82,1247,38315.0,1007256,0.003518,0.001238
17031802801,802801,8028.01,4690,75.14,2.28,7.74,2.13,0.0,10.55,13.73,50.68,12.03,2.66,4.8,74.53,56.27,0.66,1.35,1890,63814.0,2926591,0.001603,0.000646
17031381200,381200,3812,2064,4.41,92.39,0.0,0.0,0.0,3.2,1.36,42.25,21.95,12.86,13.93,56.29,38.79,0.0,8.97,1242,39890.0,258553,0.007983,0.004804
17031381400,381400,3814,1697,0.88,87.86,0.0,0.0,0.0,11.26,9.72,47.08,14.97,22.95,25.71,26.67,59.55,0.0,0.0,876,26900.0,316691,0.005359,0.002766
17031381700,381700,3817,0,,,,,,,,,,,,,,,,0,-666666666.0,196802,0.0,0.0
17031440300,440300,4403,4654,0.0,91.9,0.0,1.03,0.0,5.65,5.93,48.37,19.83,10.47,22.85,50.97,44.03,0.0,0.05,2367,40102.0,1295106,0.003594,0.001828
17031804706,804706,8047.06,2284,58.06,3.46,15.5,4.29,0.0,14.36,20.32,49.26,14.54,5.13,6.9,55.46,75.95,0.95,0.76,733,44832.0,1688303,0.001353,0.000434
17031804710,804710,8047.10,3619,70.54,2.38,17.74,0.0,0.0,8.23,12.27,54.19,15.94,4.56,1.54,52.0,75.86,0.0,0.57,1586,47021.0,2204120,0.001642,0.00072
17031810800,810800,8108,5060,48.83,0.77,5.57,2.13,0.0,11.25,46.3,52.57,16.94,3.97,7.66,37.68,66.88,0.44,0.7,1712,41251.0,989819,0.005112,0.00173
17031810900,810900,8109,5899,64.45,3.81,2.2,0.8,0.0,10.87,40.55,49.84,22.22,18.94,6.87,43.56,69.47,1.23,2.95,2747,37444.0,1065680,0.005535,0.002578
17031811000,811000,8110,3935,79.75,0.56,2.13,0.0,0.28,9.28,19.57,52.68,15.32,0.96,6.23,48.89,72.97,0.0,2.41,1712,51858.0,1571277,0.002504,0.00109
17031612000,612000,6120,1140,0.0,77.19,0.0,0.0,0.0,0.0,22.81,64.47,32.02,37.65,13.19,36.99,45.86,0.0,0.0,622,25868.0,325911,0.003498,0.001908
17031612100,612100,6121,751,3.2,62.45,1.6,1.6,0.0,1.86,34.35,54.99,18.24,29.43,19.71,17.44,61.62,0.0,0.0,474,20852.0,326357,0.002301,0.001452
17031620100,620100,6201,5117,35.24,2.6,4.24,1.5,0.0,21.16,81.96,51.59,28.81,6.3,10.43,25.15,59.62,2.31,0.65,1238,28062.0,837583,0.006109,0.001478
17031620200,620200,6202,1974,43.01,1.93,1.52,0.91,0.0,31.86,67.48,50.25,19.15,16.34,11.97,26.36,73.89,0.0,0.0,790,35097.0,577060,0.003421,0.001369
17031620300,620300,6203,7034,29.73,0.01,2.05,7.11,0.0,39.27,85.7,48.59,16.18,14.57,5.49,27.21,52.31,0.38,3.51,2375,33357.0,992183,0.007089,0.002394
17031620400,620400,6204,4443,24.31,0.05,4.95,6.21,0.0,20.84,87.28,38.17,21.2,12.25,5.65,21.13,58.82,0.0,0.0,1385,23613.0,656282,0.00677,0.00211
17031810501,810501,8105.01,5117,83.82,1.74,6.23,0.0,0.0,1.49,11.55,54.84,11.14,6.56,5.66,44.04,80.64,0.0,0.49,2013,61417.0,2272696,0.002252,0.000886
17031810502,810502,8105.02,5947,77.77,0.62,11.94,0.0,0.0,1.61,16.5,51.4,15.62,13.63,6.58,30.16,79.27,0.0,8.17,2240,37152.0,1793871,0.003315,0.001249
17031812200,812200,8122,3658,69.33,12.03,4.78,0.33,0.33,8.23,8.88,50.27,7.08,5.85,2.62,84.36,50.03,0.6,0.0,1375,98370.0,1482580,0.002467,0.000927
17031818200,818200,8182,4709,46.06,37.74,2.89,0.0,0.0,7.41,23.49,53.71,21.77,3.88,6.08,50.62,83.78,0.35,1.15,1947,53546.0,2000861,0.002353,0.000973
17031818402,818402,8184.02,3245,55.47,20.25,3.64,0.0,0.0,15.44,24.31,49.74,11.03,14.25,12.37,62.53,76.53,0.65,0.0,1633,48049.0,1274059,0.002547,0.001282
17031818800,818800,8188,5350,78.67,1.68,1.38,0.0,0.0,8.97,18.77,53.87,11.08,5.3,1.44,56.86,66.9,0.32,1.65,2241,53330.0,1821565,0.002937,0.00123
17031818900,818900,8189,4531,75.61,3.51,3.47,0.13,0.0,14.59,19.55,44.71,13.51,14.48,2.75,56.44,68.06,1.37,4.88,1955,49355.0,1482926,0.003055,0.001318
17031826402,826402,8264.02,4993,5.55,89.75,0.42,0.0,0.0,3.02,2.02,52.87,16.02,11.36,8.37,32.58,67.27,0.0,0.0,1994,29633.0,2023806,0.002467,0.000985
17031826600,826600,8266,4735,2.85,85.62,0.0,0.0,0.0,11.53,13.73,50.64,14.85,14.53,7.09,28.43,61.31,0.0,4.43,2052,20424.0,1512445,0.003131,0.001357
17031826700,826700,8267,4343,6.56,89.98,0.28,0.0,0.0,2.49,0.12,51.25,23.46,22.93,20.09,20.31,63.72,0.0,2.35,2327,21685.0,1114602,0.003896,0.002088
17031826901,826901,8269.01,1675,9.97,77.73,0.0,0.0,0.0,12.3,12.18,52.78,20.78,25.04,13.57,13.3,65.1,0.0,0.0,911,19757.0,1310901,0.001278,0.000695
17031826902,826902,8269.02,1375,13.02,68.15,0.0,0.0,0.0,0.0,31.93,46.04,13.24,18.45,26.63,11.34,61.22,0.0,0.0,595,16201.0,704658,0.001951,0.000844
17031730700,730700,7307,2133,4.78,93.3,0.0,0.0,0.0,1.92,4.78,61.65,15.66,24.55,10.34,35.38,66.24,0.0,0.0,883,28389.0,988114,0.002159,0.000894
17031740100,740100,7401,2794,88.44,1.07,1.65,0.21,0.0,7.41,15.93,45.2,14.24,1.53,4.01,48.88,84.1,0.0,0.0,1351,59879.0,891330,0.003135,0.001516
17031740200,740200,7402,6207,85.29,0.84,0.81,0.0,0.0,12.03,9.63,50.14,13.9,7.71,3.59,56.19,75.17,0.0,3.77,2191,46233.0,1962882,0.003162,0.001116
17031740300,740300,7403,5127,89.76,0.31,0.57,0.0,0.0,5.83,11.1,51.16,15.08,1.97,6.43,58.72,88.38,0.0,0.43,1929,53224.0,1320728,0.003882,0.001461
17031740400,740400,7404,4425,83.82,9.02,0.97,0.38,0.0,5.4,10.62,53.85,16.81,3.48,4.18,43.57,81.67,0.0,0.39,2007,50387.0,2838804,0.001559,0.000707
17031803005,803005,8030.05,2825,76.71,0.0,3.12,0.0,0.0,10.09,17.52,51.08,11.86,3.48,3.99,73.78,58.52,0.0,0.0,1220,57214.0,3050593,0.000926,0.0004
17031803007,803007,8030.07,4939,83.78,1.4,6.68,0.12,0.0,3.75,7.01,48.25,13.22,6.29,1.99,60.7,63.84,3.83,0.0,2196,50367.0,2567284,0.001924,0.000855
17031381800,381800,3818,1514,1.92,89.17,0.33,0.0,0.0,8.19,3.04,61.69,25.36,23.67,14.47,47.9,67.71,0.0,4.56,895,33514.0,319368,0.004741,0.002802
17031381900,381900,3819,1289,21.72,75.1,0.0,0.0,0.0,0.47,3.18,57.56,10.78,14.78,28.49,42.05,33.13,35.12,0.0,617,32122.0,172690,0.007464,0.003573
17031390100,390100,3901,1757,11.33,76.95,4.5,0.0,0.34,4.67,4.44,50.14,27.32,36.22,16.67,48.61,40.63,3.03,0.0,813,57347.0,482752,0.00364,0.001684
17031390200,390200,3902,2185,14.6,70.8,7.87,0.0,0.0,5.95,3.34,57.03,12.86,12.22,8.44,69.19,39.98,2.61,3.59,994,58026.0,303791,0.007192,0.003272
17031390300,390300,3903,2495,5.57,89.98,1.8,0.2,0.0,2.28,3.65,57.64,25.97,45.32,21.83,29.52,43.24,1.68,0.0,1790,32542.0,327051,0.007629,0.005473
17031390400,390400,3904,2563,5.27,87.63,0.86,0.0,0.0,6.24,4.02,56.22,23.29,45.95,12.51,49.42,43.08,0.0,0.78,1707,41755.0,326306,0.007855,0.005231
17031390500,390500,3905,1693,33.08,48.2,2.95,0.0,0.0,15.65,10.28,47.78,29.95,33.72,7.02,76.61,38.9,3.0,7.32,900,91360.0,326519,0.005185,0.002756
17031390600,390600,3906,1829,41.77,44.56,4.37,0.0,0.0,7.6,1.91,55.49,19.57,20.18,7.13,73.13,42.06,3.36,6.41,965,80803.0,324629,0.005634,0.002973
17031390700,390700,3907,5616,26.83,53.01,11.47,0.0,0.0,6.93,1.6,52.17,17.13,35.52,5.79,73.39,35.82,2.6,10.28,3944,59389.0,608424,0.00923,0.006482
17031804711,804711,8047.11,8085,43.74,11.27,23.17,0.82,0.0,17.66,13.83,55.53,19.06,3.16,4.35,48.37,71.87,0.0,0.45,2966,35276.0,2085305,0.003877,0.001422
17031804806,804806,8048.06,3136,48.12,16.61,14.0,0.0,0.0,13.36,25.41,54.02,19.1,3.81,4.37,35.97,69.46,0.0,1.11,1006,31648.0,1163257,0.002696,0.000865
17031804808,804808,8048.08,2762,68.79,3.19,10.28,0.4,0.14,5.76,20.02,43.23,15.57,0.0,4.29,53.5,70.1,0.0,0.0,952,47646.0,1531187,0.001804,0.000622
17031804809,804809,8048.09,4580,75.28,2.05,13.3,0.85,0.0,7.38,7.23,49.98,9.3,0.0,2.84,62.23,71.03,0.44,0.0,1624,53052.0,2293139,0.001997,0.000708
17031812400,812400,8124,3296,78.22,6.43,4.73,0.0,0.0,9.86,3.7,50.67,10.16,1.02,8.9,91.2,35.47,2.16,1.69,1218,96256.0,1389047,0.002373,0.000877
17031812500,812500,8125,3295,59.24,30.59,0.3,1.82,0.0,7.71,7.95,58.3,22.12,22.74,9.47,66.03,38.11,2.85,6.4,1714,60941.0,963641,0.003419,0.001779
17031440600,440600,4406,1606,2.18,95.52,0.0,0.0,0.0,2.3,2.93,67.06,12.52,12.09,7.47,41.53,51.09,1.5,0.0,802,33530.0,666619,0.002409,0.001203
17031440900,440900,4409,2602,19.95,78.06,0.0,0.0,0.0,2.0,0.0,48.0,17.45,17.01,30.91,47.99,40.96,0.0,0.0,1284,27120.0,742630,0.003504,0.001729
17031440700,440700,4407,1455,0.0,81.44,0.0,0.0,0.0,3.44,18.56,60.96,16.08,13.46,14.71,44.27,71.69,0.0,0.0,706,30114.0,327461,0.004443,0.002156
17031440800,440800,4408,1794,0.78,94.59,1.28,0.0,0.0,3.34,2.56,51.11,26.48,32.63,22.24,21.31,47.51,0.0,16.51,850,19644.0,279123,0.006427,0.003045
17031819300,819300,8193,2709,72.65,2.44,0.78,0.85,0.0,10.63,24.84,47.32,14.47,2.41,3.22,50.46,63.64,0.0,3.38,1117,42681.0,1030112,0.00263,0.001084
17031819400,819400,8194,5564,66.95,14.49,0.41,0.59,0.0,12.71,21.94,51.01,12.4,5.72,6.51,37.06,69.21,0.56,1.64,2378,46293.0,1650522,0.003371,0.001441
17031819500,819500,8195,3337,66.17,13.34,1.53,0.0,0.0,8.06,21.19,51.51,16.72,8.33,0.84,53.96,54.26,0.0,3.36,1691,62100.0,1467549,0.002274,0.001152
17031630300,630300,6303,5332,19.6,1.35,1.14,0.0,0.0,32.78,96.49,54.58,21.25,6.99,5.54,14.31,59.1,0.0,0.0,1570,23699.0,985487,0.005411,0.001593
17031630500,630500,6305,5945,31.98,1.03,0.93,0.67,0.0,31.4,95.9,47.1,25.52,14.52,10.52,17.39,63.12,1.24,3.49,1823,19082.0,657659,0.00904,0.002772
17031630800,630800,6308,6142,20.74,1.07,1.66,6.43,0.0,20.03,94.58,44.92,25.11,18.49,11.97,20.67,53.81,0.0,4.24,1927,22961.0,655815,0.009365,0.002938
17031630900,630900,6309,4653,11.76,11.73,0.11,3.89,0.0,32.71,86.57,51.09,17.02,28.57,10.31,11.28,62.24,0.0,0.0,1544,21545.0,659762,0.007053,0.00234
17031640100,640100,6401,1471,26.38,1.97,0.0,3.94,1.7,23.45,89.94,40.31,22.98,18.86,8.7,24.07,70.72,0.0,4.41,510,26823.0,305457,0.004816,0.00167
17031640300,640300,6403,6770,44.34,1.96,0.0,0.0,0.0,36.63,65.61,50.93,15.81,7.19,17.04,30.87,71.55,0.0,2.01,2466,31071.0,1324645,0.005111,0.001862
17031819600,819600,8196,4076,88.54,0.32,0.98,0.29,0.0,5.4,11.04,48.53,8.66,0.43,1.93,83.0,58.67,0.0,1.17,1397,83552.0,1474314,0.002765,0.000948
17031827000,827000,8270,3304,0.18,88.04,0.0,0.0,0.0,7.84,7.75,45.88,17.31,15.81,8.27,14.55,64.93,0.0,2.57,1485,25843.0,1457365,0.002267,0.001019
17031827100,827100,8271,1829,7.71,77.47,6.94,0.0,0.0,2.73,11.81,53.75,17.55,31.42,9.22,25.43,57.59,2.57,0.0,1166,22067.0,1611704,0.001135,0.000723
17031827200,827200,8272,3215,12.94,62.33,0.0,0.47,0.0,8.46,33.25,54.34,23.02,7.92,17.01,26.64,58.09,0.0,0.98,1513,29730.0,3926634,0.000819,0.000385
17031827300,827300,8273,2520,5.16,61.79,12.82,0.0,0.0,8.13,11.94,50.16,18.65,22.79,10.77,27.33,84.12,0.0,2.37,1239,21111.0,1631976,0.001544,0.000759
17031750100,750100,7501,3400,7.76,89.24,0.59,0.0,0.0,1.41,1.68,58.38,15.29,9.88,11.38,48.38,73.8,0.0,0.0,1590,35341.0,1285527,0.002645,0.001237
17031750200,750200,7502,3230,24.64,63.62,4.83,0.0,0.0,6.32,6.9,53.81,17.96,13.1,10.9,48.74,69.31,0.0,0.33,1506,41812.0,1311132,0.002464,0.001149
17031750300,750300,7503,2590,76.1,11.35,0.66,0.0,0.0,9.0,4.79,47.68,14.98,10.93,6.33,70.65,61.83,0.0,0.29,1030,55070.0,661763,0.003914,0.001556
17031750400,750400,7504,3036,60.05,27.17,0.96,0.26,0.0,4.68,10.87,48.35,12.65,2.5,2.55,59.42,71.22,0.0,0.78,1300,58332.0,995559,0.00305,0.001306
17031750500,750500,7505,5402,24.81,62.51,0.19,0.0,0.0,12.14,0.76,60.64,14.61,20.45,9.07,36.87,72.98,0.0,0.0,2116,34822.0,2636170,0.002049,0.000803
17031804901,804901,8049.01,6382,87.64,1.21,6.78,0.33,0.0,3.42,1.71,55.64,11.89,5.51,2.98,64.9,65.31,0.42,0.51,2665,53728.0,2860240,0.002231,0.000932
17031804902,804902,8049.02,6277,66.83,3.57,13.43,0.0,0.0,10.29,13.73,54.09,10.77,2.49,4.22,57.85,71.47,1.74,2.01,2438,57139.0,2615987,0.002399,0.000932
17031805001,805001,8050.01,4833,84.9,1.28,3.31,0.12,0.0,8.67,8.17,45.25,13.35,1.81,1.67,60.37,70.96,0.41,0.45,1964,64798.0,3097295,0.00156,0.000634
17031805002,805002,8050.02,7527,49.06,3.97,18.33,0.27,0.0,13.84,25.31,46.67,23.02,7.13,7.69,41.09,69.73,0.0,0.0,3155,34164.0,1886336,0.00399,0.001673
17031819801,819801,8198.01,5142,91.64,0.84,0.97,0.16,0.0,5.85,5.76,46.07,6.01,2.71,3.97,89.74,56.52,0.38,2.91,1654,91978.0,2186479,0.002352,0.000756
17031819802,819802,8198.02,2396,89.86,0.0,3.3,0.83,0.0,5.93,4.92,51.75,9.72,1.21,0.63,85.43,60.02,0.0,0.92,930,135941.0,1736378,0.00138,0.000536
17031819900,819900,8199,3188,95.89,0.09,1.25,0.0,0.0,1.63,6.15,49.5,5.52,0.97,3.02,80.13,64.12,0.0,0.0,1035,89004.0,2090712,0.001525,0.000495
17031820000,820000,8200,2143,75.87,0.0,15.54,0.0,0.0,8.59,3.31,49.6,6.02,6.16,3.55,79.77,51.18,2.15,0.0,715,111616.0,1731364,0.001238,0.000413
17031827400,827400,8274,2935,2.25,64.12,0.17,0.0,0.0,7.39,33.32,61.23,19.49,18.83,4.79,14.11,87.3,0.0,0.0,1600,25321.0,2848416,0.00103,0.000562
17031827600,827600,8276,2807,0.29,83.22,0.0,0.75,0.0,5.52,10.22,47.95,26.08,12.24,8.64,18.01,50.63,0.0,0.58,1194,20086.0,2266185,0.001239,0.000527
17031282700,282700,2827,2221,29.09,38.63,9.37,0.9,0.0,10.27,22.92,54.3,40.12,20.4,6.32,64.59,43.85,0.91,5.8,1181,52881.0,439297,0.005056,0.002688
17031282800,282800,2828,1669,30.62,10.61,16.54,0.36,0.0,9.11,45.18,57.58,32.47,26.99,8.76,63.51,46.44,0.76,12.6,753,40358.0,164404,0.010152,0.00458
17031400300,400300,4003,1291,3.87,90.4,0.77,0.0,0.0,3.72,1.24,51.28,15.49,25.91,15.12,41.37,51.12,0.0,1.55,743,32257.0,1385551,0.000932,0.000536
17031400500,400500,4005,2895,1.52,97.34,0.0,0.0,0.0,1.14,1.97,53.82,23.45,41.45,15.77,36.36,64.49,0.0,7.66,1292,16331.0,326149,0.008876,0.003961
17031400800,400800,4008,3384,0.0,97.02,0.0,0.0,0.0,1.98,2.19,60.43,19.65,45.71,15.96,17.7,18.9,0.0,0.0,1490,11707.0,493317,0.00686,0.00302
17031410100,410100,4101,2192,24.0,50.09,13.32,0.0,0.0,11.09,4.06,58.58,53.6,42.3,1.34,63.2,23.74,4.5,14.43,1694,56248.0,220901,0.009923,0.007669
17031410500,410500,4105,3267,23.48,52.37,14.05,0.0,0.0,8.63,5.14,49.4,28.44,32.98,3.6,71.15,39.95,3.65,12.26,1739,50723.0,263011,0.012422,0.006612
17031410600,410600,4106,2378,40.62,24.85,20.52,0.59,0.0,12.24,9.46,58.87,52.02,41.8,9.44,82.91,19.14,2.19,31.69,1282,42471.0,252245,0.009427,0.005082
17031460100,460100,4601,2405,10.48,71.23,0.0,0.0,0.0,17.13,18.46,58.63,24.41,33.88,13.27,38.79,65.79,0.0,0.0,1473,25271.0,2964055,0.000811,0.000497
17031805105,805105,8051.05,7236,55.74,4.91,10.38,0.0,0.0,10.49,47.98,48.67,24.93,8.13,1.03,40.83,68.51,0.0,3.03,3020,37196.0,2931624,0.002468,0.00103
17031827700,827700,8277,2549,7.14,72.93,0.04,0.0,0.0,10.44,20.71,47.39,23.22,8.85,15.19,20.55,68.83,0.0,8.96,1072,24401.0,1368524,0.001863,0.000783
17031827802,827802,8278.02,3258,10.41,74.13,0.18,0.0,0.0,1.69,17.89,48.5,16.24,6.18,6.51,29.89,87.47,0.0,0.0,1072,30322.0,1835790,0.001775,0.000584
17031827804,827804,8278.04,2993,12.46,68.13,0.0,0.3,0.0,4.28,17.67,52.52,8.92,5.19,4.17,31.33,59.69,0.0,0.0,1307,34562.0,1503428,0.001991,0.000869
17031450300,450300,4503,3217,0.78,93.97,0.28,0.0,0.0,4.97,0.96,61.02,15.01,21.41,17.72,22.93,53.14,0.0,0.0,1725,29765.0,1366771,0.002354,0.001262
17031460200,460200,4602,2146,10.86,38.96,0.47,3.08,0.05,7.55,57.6,51.72,20.64,38.59,9.24,22.59,54.94,2.59,9.88,1231,20434.0,600282,0.003575,0.002051
17031805106,805106,8051.06,2928,79.34,0.17,5.53,0.0,0.0,9.77,11.71,50.2,13.8,4.81,3.69,54.23,69.63,0.0,2.82,1329,49215.0,1702294,0.00172,0.000781
17031805107,805107,8051.07,6080,41.2,7.47,24.82,1.25,0.0,11.13,25.36,47.02,39.87,6.72,3.73,51.37,66.86,0.0,0.0,3227,44460.0,3174474,0.001915,0.001017
17031805108,805108,8051.08,6376,57.45,3.86,20.08,0.0,0.0,11.57,31.3,51.18,19.56,4.0,6.77,53.44,75.56,0.0,0.74,2879,38105.0,1502410,0.004244,0.001916
17031640400,640400,6404,3353,65.4,1.43,0.0,1.49,0.0,16.85,49.81,50.85,21.74,5.52,4.1,29.82,82.13,0.0,0.0,1260,37860.0,1334945,0.002512,0.000944
17031640500,640500,6405,4162,50.22,1.42,0.0,0.6,0.0,24.39,52.98,49.76,19.94,4.47,5.97,33.63,69.48,0.0,0.05,1675,37602.0,661917,0.006288,0.002531
17031640600,640600,6406,4387,53.75,0.41,2.1,9.41,0.0,16.48,60.98,41.37,17.67,7.75,6.41,39.76,72.44,1.7,0.0,1864,36601.0,659757,0.006649,0.002825
17031640700,640700,6407,3325,38.74,1.53,0.12,0.93,0.0,13.86,79.25,46.32,22.56,6.21,3.15,32.44,77.44,0.0,0.0,1109,31688.0,657092,0.00506,0.001688
17031640800,640800,6408,1456,52.82,1.24,1.99,0.62,1.72,26.37,76.17,46.91,20.88,15.99,5.08,27.4,59.06,1.36,7.7,594,29730.0,326769,0.004456,0.001818
17031650100,650100,6501,4263,29.28,1.1,0.02,0.0,2.28,28.97,83.86,50.9,23.01,28.52,5.48,22.23,57.67,1.08,1.24,1494,24956.0,673422,0.00633,0.002219
17031650200,650200,6502,6748,40.22,0.0,4.22,3.53,0.0,22.38,84.65,50.34,24.39,5.85,5.94,33.5,58.54,0.0,0.0,2221,32026.0,991073,0.006809,0.002241
17031811401,811401,8114.01,4786,38.15,2.53,2.57,0.0,0.0,33.89,61.45,53.7,19.31,7.7,2.53,24.29,84.09,0.0,3.07,1599,36157.0,1456660,0.003286,0.001098
17031811301,811301,8113.01,4155,50.52,2.38,1.49,2.86,0.0,19.69,66.55,49.03,15.67,12.23,5.6,16.25,77.13,1.83,4.13,1514,28225.0,2944975,0.001411,0.000514
17031750600,750600,7506,3660,1.28,92.35,0.0,1.45,0.0,4.26,5.44,51.5,19.73,8.18,3.21,29.02,64.5,0.0,1.01,1407,23617.0,1316350,0.00278,0.001069
17031812600,812600,8126,3598,56.84,29.29,5.86,0.0,0.0,7.12,5.06,51.86,16.9,16.26,9.26,73.31,55.32,0.73,4.09,2010,63087.0,629191,0.005718,0.003195
17031803008,803008,8030.08,4725,68.13,2.46,19.87,0.0,0.0,3.43,10.31,47.98,13.52,3.97,4.83,69.32,62.23,0.84,0.62,1686,57146.0,2516508,0.001878,0.00067
17031805110,805110,8051.10,4265,80.89,3.8,1.27,0.16,0.0,2.72,12.33,54.4,16.83,5.5,4.33,53.67,79.93,0.0,4.89,2121,53929.0,1939217,0.002199,0.001094
17031805111,805111,8051.11,7638,46.79,8.16,17.52,0.3,0.0,11.32,31.74,46.6,28.92,13.46,3.33,45.49,75.58,0.0,2.17,3308,32970.0,3860702,0.001978,0.000857
17031805112,805112,8051.12,3366,57.78,4.34,17.23,0.0,0.0,12.92,19.73,46.64,19.37,13.77,3.19,35.7,76.22,0.0,2.23,1440,34645.0,2995623,0.001124,0.000481
17031805201,805201,8052.01,3831,63.95,1.2,27.04,0.0,0.0,4.07,6.53,51.81,9.53,2.33,2.44,53.56,80.23,0.0,0.0,1303,44810.0,1831780,0.002091,0.000711
17031820300,820300,8203,6000,34.5,0.6,3.55,2.07,0.0,26.22,78.58,49.17,24.22,3.72,5.71,18.73,63.95,0.0,0.45,1914,30756.0,1388690,0.004321,0.001378
17031820400,820400,8204,4896,22.34,14.22,2.72,1.18,0.0,21.81,72.57,51.25,15.54,10.91,8.7,14.69,69.49,0.72,5.37,2020,30067.0,2526266,0.001938,0.0008
