GEOID,TRACTCE,NAME,total_population,pct_white,pct_black,pct_asian,pct_indian,pct_hawaiian,pct_two_or_more_races,pct_hispanic,pct_female,pct_young_adults_20_34,pct_zero_car_ownership,unemployment_rate,pct_bachelors_plus,pct_drive_alone,pct_bike_to_work,pct_walk_to_work,housing_density,per_capita_income,land_area_sq_meters,population_density_sq_meter,housing_density_sq_meter
17031030101,030101,301.01,3356,49.28,20.23,17.85,0.3,0.0,10.61,9.09,54.59,37.01,53.84,17.82,61.26,34.21,1.46,5.0,2456,41700.0,127283,0.026366,0.019296
17031030701,030701,307.01,1525,52.2,34.23,5.57,0.0,0.0,5.11,12.85,41.38,35.08,52.91,9.81,61.54,30.5,1.1,1.33,966,46226.0,69878,0.021824,0.013824
17031070103,070103,701.03,1449,74.05,8.7,6.14,0.0,0.0,8.7,6.28,57.42,84.27,66.64,1.66,88.42,9.97,0.0,3.83,1243,73362.0,69094,0.020971,0.01799
17031807100,807100,8071,3653,74.05,3.31,9.42,0.0,0.0,8.27,9.12,50.26,7.06,4.78,1.78,77.66,46.19,0.0,1.76,1263,58405.0,1528033,0.002391,0.000827
17031807200,807200,8072,5864,50.92,14.75,22.48,0.0,0.0,7.13,14.24,51.76,11.85,8.99,6.55,59.95,57.16,0.11,0.46,2014,45004.0,2489125,0.002356,0.000809
17031807300,807300,8073,8145,43.18,10.83,35.67,0.47,0.0,7.51,7.45,42.66,17.7,10.49,3.01,59.24,62.23,1.35,3.87,3187,41989.0,2037391,0.003998,0.001564
17031807400,807400,8074,6883,49.96,12.67,29.57,0.22,0.0,5.29,7.26,53.49,13.28,9.38,5.88,58.13,61.52,1.59,1.88,2429,39705.0,1396762,0.004928,0.001739
17031807500,807500,8075,3243,43.6,5.03,35.83,0.0,0.0,7.15,15.88,46.96,18.62,5.17,6.4,55.84,55.97,3.36,0.84,1083,50122.0,988887,0.003279,0.001095
17031807700,807700,8077,6298,50.59,10.27,25.13,0.6,0.0,6.97,13.83,54.84,16.8,11.4,6.12,50.1,63.45,0.0,0.71,2424,37546.0,1697095,0.003711,0.001428
17031807900,807900,8079,4295,59.14,5.77,27.66,0.16,0.0,5.24,7.47,50.66,11.83,2.07,4.13,66.69,62.18,0.0,0.0,1473,51997.0,2013730,0.002133,0.000731
17031808001,808001,8080.01,3634,61.59,1.07,29.94,0.61,0.0,5.5,11.59,48.32,10.54,1.97,8.33,63.52,55.59,0.0,0.65,1447,70713.0,2202703,0.00165,0.000657
17031808002,808002,8080.02,5250,68.91,1.92,22.93,0.0,0.0,5.5,4.76,53.71,7.9,10.94,5.74,59.41,64.84,0.0,0.0,2067,50155.0,2754904,0.001906,0.00075
17031808301,808301,8083.01,6102,49.0,1.69,34.89,0.44,0.0,10.7,10.31,46.92,8.16,11.96,5.02,57.48,54.61,0.35,4.51,2839,46362.0,3827249,0.001594,0.000742
17031808302,808302,8083.02,4487,49.65,2.21,37.89,0.0,0.0,8.76,3.01,53.0,15.07,6.31,7.03,59.9,70.12,0.0,0.56,1879,44078.0,1390532,0.003227,0.001351
17031808600,808600,8086,2385,80.25,2.1,11.19,0.0,0.34,6.12,6.58,49.85,14.59,2.09,1.9,77.85,57.32,0.08,1.87,926,98780.0,3812730,0.000626,0.000243
17031808702,808702,8087.02,5338,63.26,8.94,19.78,0.3,0.11,4.91,11.99,50.52,41.79,31.52,9.15,82.04,9.09,0.84,62.98,535,10767.0,940548,0.005675,0.000569
17031770202,770202,7702.02,4428,77.08,0.65,6.19,0.61,0.0,7.93,19.83,48.24,11.09,4.48,4.78,41.22,72.01,0.0,0.0,2142,46112.0,10961428,0.000404,0.000195
17031770602,770602,7706.02,4795,55.18,0.98,8.74,1.31,0.0,13.35,54.83,49.36,16.85,9.09,5.59,27.14,62.47,4.35,7.37,1584,30679.0,5390210,0.00089,0.000294
17031806104,806104,8061.04,4719,55.22,16.8,18.8,0.83,0.0,7.27,12.55,53.53,16.53,17.1,13.07,52.03,72.08,0.0,0.83,2130,26402.0,4653398,0.001014,0.000458
17031802506,802506,8025.06,2456,42.06,3.46,8.14,2.2,0.0,17.43,46.86,43.36,20.15,4.77,9.88,30.39,75.47,1.97,0.44,808,33941.0,3703831,0.000663,0.000218
17031802505,802505,8025.05,6347,45.77,0.38,16.04,1.5,0.0,5.67,45.58,53.25,27.38,1.79,2.4,44.15,71.88,0.0,0.89,2850,40834.0,7053776,0.0009,0.000404
17031802404,802404,8024.04,7564,52.42,2.17,10.18,2.76,0.0,5.86,36.46,48.65,21.81,9.4,2.72,40.44,69.17,0.0,1.82,3338,38815.0,2551828,0.002964,0.001308
17031803017,803017,8030.17,6083,66.61,0.66,16.42,0.0,3.25,6.16,16.98,46.98,17.62,4.49,1.15,64.85,77.42,0.0,0.48,2531,61699.0,2969423,0.002049,0.000852
17031804714,804714,8047.14,3400,56.53,3.82,19.65,0.0,0.0,13.32,20.68,50.56,20.32,4.0,2.92,58.31,75.29,0.0,0.34,1429,57032.0,2293040,0.001483,0.000623
17031804403,804403,8044.03,7108,42.05,7.89,9.76,3.35,0.0,35.07,47.19,44.99,16.29,4.44,7.23,47.39,75.95,0.0,0.0,2852,39516.0,4208560,0.001689,0.000678
17031804406,804406,8044.06,5668,31.35,4.39,11.73,4.38,0.65,23.84,51.32,50.07,25.53,1.96,5.45,24.53,79.49,0.0,0.53,1969,32576.0,7052082,0.000804,0.000279
17031804716,804716,8047.16,4660,44.08,2.66,40.97,0.0,0.0,4.85,15.19,46.91,18.93,4.61,3.89,63.83,68.38,0.0,0.45,1650,45048.0,2296442,0.002029,0.000719
17031806201,806201,8062.01,4583,64.24,11.13,14.88,0.48,0.0,6.61,14.75,53.63,25.31,8.98,6.7,56.51,68.67,0.0,2.8,2461,47498.0,627820,0.0073,0.00392
17031820606,820606,8206.06,3831,70.74,5.51,1.15,0.34,0.0,15.19,19.63,49.15,20.54,2.15,5.07,44.1,73.61,0.0,0.0,1802,50622.0,3483567,0.0011,0.000517
17031820604,820604,8206.04,3551,88.51,0.11,0.0,0.65,0.0,5.13,13.86,49.28,14.53,13.54,9.77,25.34,86.64,0.0,1.41,1478,30992.0,2928756,0.001212,0.000505
17031824116,824116,8241.16,5141,77.01,4.47,8.54,0.0,0.0,8.44,14.67,53.24,18.25,2.33,6.42,53.23,63.55,0.0,3.27,2462,52205.0,8013252,0.000642,0.000307
17031824114,824114,8241.14,5330,80.39,1.31,14.82,0.0,0.0,3.47,3.75,49.25,16.02,0.0,3.25,69.77,65.75,0.0,1.81,1986,61037.0,6142969,0.000868,0.000323
17031823806,823806,8238.06,4004,82.29,3.72,5.62,0.0,0.0,5.17,13.99,51.72,18.73,9.83,12.32,35.4,78.58,0.0,2.28,1812,36095.0,2911822,0.001375,0.000622
17031824003,824003,8240.03,6074,89.36,0.36,0.51,0.0,0.0,9.52,12.3,47.15,9.63,0.52,5.28,45.46,74.01,0.0,2.01,2119,47374.0,3807659,0.001595,0.000557
17031824005,824005,8240.05,5651,89.93,0.0,1.88,0.07,0.0,2.19,8.26,49.05,12.03,1.83,6.65,53.17,82.33,0.0,1.65,2017,55004.0,10985765,0.000514,0.000184
17031824122,824122,8241.22,5805,84.96,4.25,2.65,0.0,0.0,6.77,9.47,46.89,14.35,2.43,2.79,54.35,78.61,0.0,0.0,2350,73974.0,3977048,0.00146,0.000591
17031804506,804506,8045.06,5294,54.78,2.68,16.68,0.79,0.0,14.05,22.48,47.7,11.24,4.2,3.9,56.66,73.35,0.0,0.0,2106,51299.0,4979651,0.001063,0.000423
17031824119,824119,8241.19,5322,90.04,6.05,2.89,0.0,0.0,0.73,5.86,49.34,7.33,4.49,3.6,61.08,64.37,0.51,1.46,2352,56062.0,7671236,0.000694,0.000307
17031831900,831900,8319,2874,83.58,2.3,5.85,0.9,0.0,7.1,8.52,48.85,48.78,19.44,2.52,82.71,32.65,1.65,2.79,1681,90600.0,324320,0.008862,0.005183
17031832600,832600,8326,4247,86.27,1.01,3.56,0.0,0.19,6.76,4.54,49.96,36.73,22.66,5.24,88.19,24.95,5.26,2.65,1909,145769.0,689068,0.006163,0.00277
17031836900,836900,8369,2237,2.01,94.68,0.0,0.0,0.58,2.73,11.8,43.23,14.98,43.01,7.79,41.21,52.9,1.99,5.43,695,17321.0,164712,0.013581,0.004219
17031841200,841200,8412,4516,26.4,3.17,0.0,1.84,0.0,20.7,82.99,51.37,25.97,43.32,9.34,22.69,39.72,1.47,7.17,2038,26995.0,625407,0.007221,0.003259
17031839500,839500,8395,1770,14.24,52.49,4.01,4.35,0.0,7.97,20.23,51.75,18.19,40.03,8.29,53.64,42.88,0.0,8.36,853,43267.0,262139,0.006752,0.003254
17031835800,835800,8358,2093,0.19,89.87,0.0,0.0,0.0,1.58,9.17,53.46,33.06,30.35,14.5,47.32,38.83,2.73,0.0,964,40671.0,284425,0.007359,0.003389
17031838800,838800,8388,2992,12.93,54.38,0.0,3.74,0.4,11.43,43.25,55.61,15.88,34.66,15.58,19.96,60.45,0.0,3.6,1298,15985.0,17863256,0.000167,7.3e-05
17031842300,842300,8423,3406,62.77,15.41,8.54,0.0,0.0,10.8,6.93,47.53,41.78,15.58,7.29,84.35,30.57,3.4,12.06,1842,101321.0,1741942,0.001955,0.001057
17031841900,841900,8419,6253,44.94,20.77,22.49,0.77,0.38,6.94,12.86,48.04,35.52,21.45,10.86,67.5,31.36,1.06,21.28,1793,53564.0,2496100,0.002505,0.000718
17031843200,843200,8432,2131,42.7,3.57,1.64,2.02,0.0,20.55,61.33,56.45,36.18,19.13,5.84,46.13,38.31,1.37,3.12,1057,40782.0,2788963,0.000764,0.000379
17031843400,843400,8434,1208,2.81,54.06,0.0,2.81,0.0,9.02,45.45,44.37,29.55,16.42,5.15,13.94,60.68,0.0,0.0,552,21177.0,656213,0.001841,0.000841
17031842600,842600,8426,4587,45.65,5.8,12.93,0.0,0.0,17.0,39.66,47.18,23.33,16.6,2.44,30.16,56.04,2.05,4.27,1796,39781.0,3679417,0.001247,0.000488
17031803200,803200,8032,5085,84.9,0.04,4.54,0.0,0.0,8.93,7.91,51.54,10.6,13.92,3.21,56.17,58.83,1.33,1.09,2371,59254.0,2773990,0.001833,0.000855
17031803300,803300,8033,5417,76.24,5.15,8.86,0.46,0.0,5.82,9.14,50.08,17.09,8.96,5.64,62.15,56.88,0.0,3.58,3454,63968.0,1987423,0.002726,0.001738
17031808900,808900,8089,4216,84.77,1.35,4.55,0.0,0.0,8.49,5.12,51.4,5.08,4.06,1.91,92.45,39.02,1.06,2.57,1855,98456.0,1433889,0.00294,0.001294
17031809000,809000,8090,4051,86.79,5.21,1.11,0.0,0.17,6.42,9.55,51.54,6.49,11.14,2.54,83.83,43.76,1.22,0.7,1700,107149.0,1451001,0.002792,0.001172
17031301803,301803,3018.03,3264,26.23,0.0,0.0,1.47,0.0,48.38,97.24,43.72,23.31,23.24,10.78,13.51,65.99,0.9,1.94,1314,26191.0,351050,0.009298,0.003743
17031809100,809100,8091,3487,81.07,1.81,3.76,0.0,0.0,7.6,7.86,51.02,9.87,11.5,7.43,80.81,40.11,0.0,7.16,1694,91681.0,1251056,0.002787,0.001354
17031809200,809200,8092,4930,11.68,53.41,3.1,1.4,0.0,23.81,22.76,48.22,19.51,14.72,6.53,36.06,62.75,0.46,7.72,1897,27545.0,1193253,0.004132,0.00159
17031809300,809300,8093,4748,56.59,8.97,14.76,0.57,0.0,15.08,14.7,43.85,51.92,42.75,2.95,76.8,31.24,3.58,40.51,2192,46955.0,1017701,0.004665,0.002154
17031320101,320101,3201.01,9208,57.37,9.23,21.62,0.0,0.0,5.59,7.83,57.71,30.05,33.77,1.91,82.52,23.59,0.55,25.13,6323,157163.0,465726,0.019771,0.013577
17031829904,829904,8299.04,4383,49.69,45.65,3.06,0.0,0.0,1.6,3.42,55.42,7.03,0.0,13.13,48.03,78.48,0.0,0.0,2241,48562.0,11162011,0.000393,0.000201
17031804204,804204,8042.04,5202,74.05,1.58,14.96,0.0,0.0,4.52,5.19,55.82,6.59,0.98,3.23,72.78,63.16,0.0,0.05,1926,73964.0,61847415,8.4e-05,3.1e-05
17031804316,804316,8043.16,4581,47.59,0.44,25.19,0.0,0.0,21.46,26.11,50.56,17.53,1.19,3.42,47.01,72.51,0.0,1.09,1699,42560.0,3247075,0.001411,0.000523
17031804514,804514,8045.14,5537,43.34,1.64,33.95,10.4,0.0,3.12,19.96,52.32,12.91,12.78,1.85,53.73,84.58,0.0,0.0,1742,45844.0,6677232,0.000829,0.000261
17031330103,330103,3301.03,8851,58.54,22.8,12.06,0.67,0.0,2.52,5.76,42.42,37.34,18.05,3.55,88.35,41.22,5.28,2.69,4932,87858.0,509666,0.017366,0.009677
17031380600,380600,3806,5236,13.52,67.8,1.68,0.9,0.0,14.02,2.41,58.35,28.93,34.55,16.91,35.71,42.36,0.0,0.0,2133,33324.0,838894,0.006242,0.002543
17031330102,330102,3301.02,10062,50.9,25.92,15.06,0.0,0.0,6.07,9.18,54.03,46.93,36.13,5.86,86.82,31.4,0.99,3.1,6869,96730.0,402828,0.024978,0.017052
17031330101,330101,3301.01,5060,58.85,4.23,28.44,0.0,0.0,6.25,6.3,49.96,27.45,7.6,4.49,85.61,53.08,0.96,4.67,2981,116866.0,1882941,0.002687,0.001583
17031460800,460800,4608,4684,10.38,57.79,0.41,2.39,0.0,7.69,40.97,53.71,14.3,36.28,19.44,27.07,50.3,0.0,8.13,1675,12147.0,683234,0.006856,0.002452
17031806005,806005,8060.05,2561,23.62,6.25,33.39,0.0,0.0,25.81,38.34,57.75,21.48,1.52,0.82,45.73,69.22,0.0,4.13,1302,39366.0,584553,0.004381,0.002227
17031806006,806006,8060.06,4292,49.88,0.0,35.39,0.89,0.0,5.13,10.83,47.88,18.01,12.78,7.24,44.49,68.37,0.0,0.0,1781,35318.0,654286,0.00656,0.002722
17031804203,804203,8042.03,3331,53.89,1.92,39.12,0.0,0.0,5.07,0.24,47.55,5.43,0.0,1.82,79.04,74.05,0.0,0.0,1107,111222.0,14887914,0.000224,7.4e-05
17031803614,803614,8036.14,4063,38.89,9.23,8.2,0.27,2.36,7.24,54.47,48.95,35.74,2.82,3.05,37.01,73.93,0.0,1.88,1596,26787.0,728926,0.005574,0.00219
17031803616,803616,8036.16,5066,61.61,12.61,10.58,0.12,0.0,1.54,16.32,56.81,29.39,4.51,3.0,52.13,61.04,0.0,6.97,2356,52680.0,3012886,0.001681,0.000782
17031809402,809402,8094.02,2844,62.06,1.48,22.43,0.0,0.0,11.78,7.88,58.86,56.72,30.2,13.26,91.88,29.62,1.62,18.7,1747,60845.0,340148,0.008361,0.005136
17031828508,828508,8285.08,4077,17.68,61.49,0.0,0.0,0.0,8.66,18.25,60.29,17.81,24.95,4.73,27.73,89.91,0.0,0.64,2014,23128.0,6849755,0.000595,0.000294
17031828507,828507,8285.07,4436,14.86,61.27,0.72,0.0,0.0,19.05,4.53,49.84,22.29,7.66,10.02,42.98,64.21,0.0,0.0,1632,35071.0,4546835,0.000976,0.000359
17031824126,824126,8241.26,5451,87.01,1.63,7.67,0.0,0.0,2.94,3.3,47.35,14.6,0.0,4.8,63.87,81.45,0.0,0.0,1992,63467.0,3271427,0.001666,0.000609
17031824508,824508,8245.08,3310,81.93,5.98,1.33,0.0,0.0,6.4,10.18,53.44,13.87,5.1,8.99,41.47,72.68,0.0,0.94,1759,47375.0,3618094,0.000915,0.000486
17031824509,824509,8245.09,4856,85.38,5.29,3.34,0.0,0.0,1.79,8.22,48.54,16.58,4.16,4.06,43.15,73.67,0.0,3.99,1573,41346.0,2918699,0.001664,0.000539
17031824127,824127,8241.27,3812,92.86,2.49,1.68,0.0,0.0,0.92,4.91,53.93,18.0,2.45,6.55,58.03,82.26,1.46,0.0,1481,50012.0,3070562,0.001241,0.000482
17031824125,824125,8241.25,4357,89.12,1.86,1.08,0.0,0.0,5.46,16.0,41.57,29.77,0.75,4.52,45.61,77.25,0.0,0.57,1473,42614.0,1892371,0.002302,0.000778
17031824124,824124,8241.24,3007,56.0,22.48,8.48,0.0,0.0,11.17,9.05,55.04,16.4,7.48,6.27,43.7,58.17,0.0,1.98,1313,39012.0,1977892,0.00152,0.000664
17031824129,824129,8241.29,4190,84.61,4.18,3.7,0.0,0.0,6.3,6.42,46.37,8.71,1.97,6.44,49.07,73.54,0.0,0.0,1785,56218.0,7124001,0.000588,0.000251
17031824128,824128,8241.28,4285,84.5,5.83,4.95,0.0,0.0,3.66,2.66,56.36,16.27,7.34,4.61,53.3,60.45,0.0,0.0,1804,57832.0,8359737,0.000513,0.000216
17031829903,829903,8299.03,3717,10.79,83.83,0.0,0.0,0.0,1.43,3.61,56.82,20.04,10.99,4.86,43.55,80.08,0.0,0.0,1400,34073.0,2521019,0.001474,0.000555
17031804313,804313,8043.13,6466,49.1,9.6,11.15,3.05,0.0,23.89,27.4,45.36,25.47,0.69,7.5,44.73,68.35,0.0,0.0,2239,50519.0,3902004,0.001657,0.000574
17031804312,804312,8043.12,1736,45.62,0.0,50.06,0.0,0.0,3.69,6.8,49.83,14.17,1.21,4.02,71.26,61.54,0.0,1.4,578,70192.0,8201105,0.000212,7e-05
17031820203,820203,8202.03,3659,86.31,0.0,1.56,0.0,0.0,2.57,6.56,49.9,9.7,3.65,2.05,61.05,83.02,0.0,0.0,1341,68964.0,6164579,0.000594,0.000218
17031820204,820204,8202.04,4611,87.62,0.0,5.03,3.36,0.0,2.54,13.9,55.61,15.07,3.96,3.19,67.85,61.54,0.0,0.0,2476,95611.0,7038973,0.000655,0.000352
17031630600,630600,6306,2759,24.39,9.57,1.2,0.0,0.0,21.78,86.01,46.47,26.93,24.8,20.56,12.43,55.27,0.0,4.88,924,19791.0,1102329,0.002503,0.000838
17031490200,490200,4902,3106,3.41,90.76,0.93,0.0,0.0,4.25,0.48,64.29,17.19,15.96,24.0,37.88,46.43,0.0,4.64,1562,32945.0,870444,0.003568,0.001794
17031612200,612200,6122,3880,9.69,33.69,4.56,5.77,0.0,21.75,61.75,43.12,15.88,13.42,12.19,20.36,42.5,0.0,3.31,1344,18915.0,898079,0.00432,0.001497
17031844700,844700,8447,1906,4.98,68.57,1.47,0.68,0.0,6.82,27.65,50.21,33.42,16.4,12.11,40.77,59.39,1.25,0.0,875,27809.0,401852,0.004743,0.002177
17031844600,844600,8446,2274,5.01,74.76,0.26,0.0,2.29,3.83,13.85,62.31,25.64,18.45,30.26,41.86,36.14,0.0,0.65,909,29766.0,434671,0.005232,0.002091
17031803613,803613,8036.13,3432,17.45,2.86,2.62,1.46,0.0,13.49,81.99,43.53,16.93,10.64,6.43,24.84,78.4,0.0,0.94,1128,26794.0,788579,0.004352,0.00143
17031803615,803615,8036.15,2292,54.14,5.06,23.12,6.2,0.0,8.07,10.25,50.96,29.58,2.24,3.51,68.77,63.23,0.0,0.0,1107,62197.0,1345647,0.001703,0.000823
17031804314,804314,8043.14,1384,54.99,0.43,23.41,2.75,0.0,16.33,21.68,44.87,17.2,9.63,4.99,51.19,85.5,0.0,0.0,640,49289.0,6535970,0.000212,9.8e-05
17031804512,804512,8045.12,3408,53.79,8.54,22.95,0.62,0.0,8.89,14.2,52.76,19.63,1.68,1.41,63.97,76.79,0.0,0.09,1378,65343.0,3716161,0.000917,0.000371
17031804315,804315,8043.15,2560,54.73,0.0,13.52,2.03,0.0,18.28,18.63,50.08,20.55,3.08,6.08,45.22,80.33,0.0,0.0,877,37997.0,1062785,0.002409,0.000825
17031804513,804513,8045.13,3803,60.98,6.63,23.74,1.37,0.0,6.97,8.6,47.41,19.43,2.09,5.96,59.99,72.37,0.0,0.24,1541,59620.0,5000910,0.00076,0.000308
17031320102,320102,3201.02,5330,60.92,0.98,28.35,4.35,0.0,3.86,9.91,55.93,61.8,74.67,3.74,91.09,15.68,0.0,35.86,2796,94213.0,453642,0.011749,0.006163
17031809401,809401,8094.01,3116,71.02,3.69,10.59,0.0,0.0,13.7,12.87,54.33,21.21,34.48,7.18,78.35,26.55,0.93,10.18,1785,81324.0,669555,0.004654,0.002666
17031220701,220701,2207.01,2872,56.02,0.31,1.36,0.42,0.0,34.19,57.24,48.57,41.75,18.58,5.83,48.7,38.29,3.6,1.75,1273,40732.0,266386,0.010781,0.004779
17031063302,063302,633.02,4152,79.55,2.99,10.62,0.79,0.0,4.02,3.37,59.97,51.64,54.13,5.08,91.39,20.22,3.49,3.42,3154,84594.0,121199,0.034258,0.026023
17031252201,252201,2522.01,3195,3.32,94.12,0.22,0.31,0.0,1.16,2.38,50.45,16.9,20.26,25.46,19.1,52.47,0.0,0.0,1203,22027.0,386790,0.00826,0.00311
17031660302,660302,6603.02,4251,9.34,20.84,0.0,1.88,0.0,19.64,78.88,52.2,21.88,26.27,17.38,7.96,38.46,0.0,0.0,1605,21698.0,491837,0.008643,0.003263
17031660301,660301,6603.01,1895,16.41,26.39,0.0,2.74,0.0,33.51,71.98,55.2,26.39,42.68,16.56,14.79,54.06,1.25,0.0,705,26250.0,163782,0.01157,0.004305
17031730202,730202,7302.02,2968,1.45,97.81,0.0,0.0,0.0,0.24,0.74,61.22,17.18,7.35,12.79,41.64,62.25,0.0,0.0,1137,28915.0,872692,0.003401,0.001303
17031813302,813302,8133.02,2955,7.95,3.21,0.0,1.73,0.0,13.57,94.59,47.85,20.61,7.64,2.29,8.71,62.58,2.42,4.84,1097,20354.0,647220,0.004566,0.001695
17031813702,813702,8137.02,4698,14.54,16.03,0.0,0.3,0.0,17.71,80.29,41.15,26.27,5.91,6.29,14.24,62.91,0.0,2.32,1364,28308.0,374768,0.012536,0.00364
17031813301,813301,8133.01,3091,7.67,2.14,0.0,0.0,0.0,18.21,94.53,54.8,24.07,16.67,9.94,12.46,50.5,0.5,2.05,1137,20522.0,647921,0.004771,0.001755
17031802403,802403,8024.03,1428,84.03,0.0,11.62,0.0,0.0,3.36,2.66,57.42,17.86,0.64,8.02,63.01,78.51,0.0,0.53,846,55669.0,561475,0.002543,0.001507
17031803016,803016,8030.16,2480,49.19,6.33,36.09,0.28,0.0,7.74,7.54,47.86,20.93,7.92,1.54,68.66,53.12,0.0,0.0,1001,59920.0,1029774,0.002408,0.000972
17031803701,803701,8037.01,2678,73.64,0.15,12.43,0.0,0.0,5.53,11.84,53.1,22.55,5.87,3.55,65.93,69.65,0.0,2.15,1480,54487.0,1485727,0.001802,0.000996
17031804108,804108,8041.08,4502,39.14,11.99,38.07,0.42,0.0,5.42,7.49,47.8,37.25,7.61,12.68,66.27,57.34,0.0,1.58,2455,52287.0,1214480,0.003707,0.002021
17031804715,804715,8047.15,4163,17.1,1.37,40.79,0.0,0.0,22.34,44.22,45.3,25.92,9.66,3.54,36.18,69.49,0.0,8.52,1266,24822.0,849060,0.004903,0.001491
17031835600,835600,8356,539,0.0,92.21,0.19,0.0,0.0,5.94,1.67,64.94,6.31,71.06,10.79,12.3,61.29,0.0,0.0,480,15201.0,917505,0.000587,0.000523
17031840000,840000,8400,2618,38.2,0.8,47.14,0.76,0.0,8.79,15.93,51.6,13.06,2.34,14.78,44.57,54.37,0.0,0.47,1121,50538.0,569394,0.004598,0.001969
17031836400,836400,8364,3602,4.94,80.62,0.69,4.58,0.0,7.72,7.88,59.11,20.41,39.96,13.08,52.84,37.87,0.0,1.94,1990,46621.0,799114,0.004507,0.00249
17031836100,836100,8361,1973,0.41,96.71,0.0,0.0,0.0,0.46,0.0,61.99,21.14,50.71,22.87,40.73,49.09,0.0,0.0,928,19526.0,860471,0.002293,0.001078
17031834600,834600,8346,1906,1.05,94.44,0.0,0.0,0.0,0.73,11.44,52.26,15.01,50.92,22.01,16.34,55.63,0.0,3.59,1026,22538.0,1562221,0.00122,0.000657
17031843600,843600,8436,3059,4.71,90.91,0.0,0.92,0.0,3.47,4.45,61.46,25.2,20.7,9.45,63.37,56.48,0.0,4.5,1636,38837.0,410895,0.007445,0.003982
17031061902,061902,619.02,4758,78.81,6.41,11.27,0.0,0.0,3.07,3.99,46.66,42.2,47.84,3.21,87.24,21.32,0.0,4.46,3125,85549.0,276415,0.017213,0.011305
17031030102,030102,301.02,3403,50.28,16.25,25.92,0.26,0.0,6.2,12.64,53.39,30.44,40.98,5.46,54.55,24.89,0.0,13.37,2199,46101.0,113330,0.030027,0.019404
17031030103,030103,301.03,2300,50.26,11.78,13.35,0.52,0.0,12.26,23.48,52.3,37.22,57.47,7.03,60.75,25.26,0.81,10.02,1179,41115.0,86631,0.026549,0.013609
17031030706,030706,307.06,2632,64.25,14.59,15.65,0.0,0.0,5.51,3.57,58.17,27.28,59.02,12.18,69.69,27.29,0.0,4.02,2118,66105.0,392424,0.006707,0.005397
17031030601,030601,306.01,3768,43.05,26.22,16.88,0.16,0.35,10.01,7.22,40.47,28.21,46.96,4.26,57.35,22.23,1.16,11.62,2107,35509.0,149770,0.025159,0.014068
17031081202,081202,812.02,3526,79.3,3.35,7.49,0.0,0.0,7.09,6.49,57.6,19.43,24.79,0.55,95.68,30.31,3.93,12.36,2486,174517.0,204321,0.017257,0.012167
17031063303,063303,633.03,1281,80.72,1.64,14.05,0.0,0.0,3.59,1.33,60.97,19.59,51.03,7.58,86.53,25.0,0.0,7.67,1040,119912.0,236591,0.005414,0.004396
17031220901,220901,2209.01,2858,31.18,14.94,3.29,0.0,0.0,22.78,63.89,55.6,35.51,19.96,7.24,46.15,41.03,4.47,2.14,1198,34522.0,293288,0.009745,0.004085
17031210602,210602,2106.02,4233,47.37,4.56,3.17,1.2,0.0,23.1,60.81,51.24,31.3,23.25,2.63,46.72,50.65,1.81,2.29,1828,44198.0,381387,0.011099,0.004793
17031220602,220602,2206.02,4414,58.72,7.23,5.51,0.36,0.0,18.87,30.47,52.88,49.03,47.83,3.59,72.54,27.73,2.89,0.0,2900,60866.0,453640,0.00973,0.006393
17031220601,220601,2206.01,1684,61.28,5.4,5.46,0.0,0.0,26.84,28.38,48.22,41.15,19.76,3.19,72.88,25.16,2.42,0.9,804,71953.0,189121,0.008904,0.004251
17031040401,040401,404.01,3364,70.69,2.56,7.64,0.51,0.0,14.24,25.89,52.94,24.41,18.5,1.9,64.1,34.24,3.13,7.79,1614,69056.0,385796,0.00872,0.004184
17031252202,252202,2522.02,4872,0.62,97.15,0.88,0.0,0.35,0.29,1.01,48.85,18.62,28.52,18.17,26.21,55.7,0.0,1.9,1968,23280.0,637446,0.007643,0.003087
17031252102,252102,2521.02,6123,0.0,85.19,0.0,0.33,0.0,12.12,8.84,57.21,22.95,41.52,17.25,14.68,39.37,0.0,4.07,2449,20695.0,670761,0.009128,0.003651
17031770601,770601,7706.01,3557,77.96,1.07,6.92,0.0,0.0,5.2,15.49,50.3,16.39,2.22,2.84,32.81,72.31,0.68,0.63,1161,40484.0,2767944,0.001285,0.000419
17031806103,806103,8061.03,5282,57.57,2.29,18.55,1.17,0.0,15.01,20.6,46.78,18.55,1.49,2.24,48.88,69.03,0.0,0.93,1961,44594.0,2710682,0.001949,0.000723
17031802610,802610,8026.10,2021,67.49,1.34,25.78,0.0,0.0,3.46,4.75,46.86,20.63,0.64,0.45,55.15,66.3,0.0,0.92,806,55196.0,1281200,0.001577,0.000629
17031802609,802609,8026.09,6769,44.36,0.56,11.04,0.0,0.0,13.16,49.24,54.68,26.75,2.75,3.07,37.67,72.11,0.0,0.0,2791,36490.0,974033,0.006949,0.002865
17031804610,804610,8046.10,2681,72.06,0.48,20.1,1.19,0.0,1.57,9.25,52.52,15.48,3.28,2.13,52.72,83.72,0.0,0.0,1301,44925.0,1637251,0.001638,0.000795
17031770201,770201,7702.01,6125,70.09,4.59,14.92,0.0,0.0,6.25,13.36,50.68,14.38,7.03,4.4,54.3,74.96,0.32,0.0,2914,43819.0,2811950,0.002178,0.001036
