month,year,station_id,station_name,lat,lng,ebike_start,ebike_end,cbike_start,cbike_end,total_start,total_end,active_days,daily_ebike_start,daily_ebike_end,daily_cbike_start,daily_cbike_end,daily_start,daily_end
9,2021,TA1307000127,Clark St & Grace St,41.95095616666666,-87.65917383333333,756,746,1849,1802,2605,2548,30,25.2,24.87,61.63,60.07,86.83,84.93
9,2021,TA1306000011,Wells St & Walton St,41.89993001,-87.63443007,185,186,779,765,964,951,30,6.17,6.2,25.97,25.5,32.13,31.7
9,2021,TA1309000006,Larrabee St & Armitage Ave,41.918084,-87.643749,283,277,1225,1176,1508,1453,31,9.13,8.94,39.52,37.94,48.65,46.87
9,2021,13042,Michigan Ave & Oak St,41.901102,-87.62368883333333,1232,1202,4243,4217,5475,5419,30,41.07,40.07,141.43,140.57,182.5,180.63
9,2021,TA1306000006,Orleans St & Elm St,41.90292933333333,-87.63775466666667,165,164,528,501,693,665,30,5.5,5.47,17.6,16.7,23.1,22.17
9,2021,TA1305000006,Dearborn St & Monroe St,41.881319815,-87.6295209193,501,494,1474,1451,1975,1945,30,16.7,16.47,49.13,48.37,65.83,64.83
9,2021,KA1503000043,Kingsbury St & Kinzie St,41.88917683258,-87.6385057718,1058,1065,2939,2956,3997,4021,30,35.27,35.5,97.97,98.53,133.23,134.03
9,2021,TA1306000003,Desplaines St & Kinzie St,41.88854616666666,-87.644418,960,861,2278,2165,3238,3026,30,32.0,28.7,75.93,72.17,107.93,100.87
9,2021,604,Sheridan Rd & Noyes St (NU),42.058239,-87.677432,192,185,556,560,748,745,30,6.4,6.17,18.53,18.67,24.93,24.83
9,2021,13157,Aberdeen St & Jackson Blvd,41.87770616666667,-87.6548105,328,329,1122,1109,1450,1438,30,10.93,10.97,37.4,36.97,48.33,47.93
9,2021,TA1309000014,Clark St & Leland Ave,41.967096,-87.667429,362,363,945,939,1307,1302,31,11.68,11.71,30.48,30.29,42.16,42.0
9,2021,359,Kilbourn & Belden,41.92,-87.74,112,72,0,0,112,72,30,3.73,2.4,0.0,0.0,3.73,2.4
9,2021,SL-013,State St & 19th St,41.856594,-87.627542,68,69,320,317,388,386,30,2.27,2.3,10.67,10.57,12.93,12.87
9,2021,20112,Indiana Ave & 103rd St,41.70714783333333,-87.61832466666667,8,7,6,4,14,11,12,0.67,0.58,0.5,0.33,1.17,0.92
9,2021,TA1309000002,Michigan Ave & Jackson Blvd,41.87785,-87.62408,279,266,927,906,1206,1172,30,9.3,8.87,30.9,30.2,40.2,39.07
9,2021,TA1308000026,Wentworth Ave & 24th St (Temp),41.85008369347577,-87.6321405172348,28,29,159,164,187,193,30,0.93,0.97,5.3,5.47,6.23,6.43
9,2021,320,Orange & Addison,41.94,-87.82,36,31,0,0,36,31,16,2.25,1.94,0.0,0.0,2.25,1.94
9,2021,632,Clark St & Newport St,41.94454,-87.654678,805,786,2475,2496,3280,3282,30,26.83,26.2,82.5,83.2,109.33,109.4
9,2021,594,Western Blvd & 48th Pl,41.8056765,-87.68336483333333,32,24,25,17,57,41,28,1.14,0.86,0.89,0.61,2.04,1.46
