month,year,station_id,station_name,lat,lng,ebike_start,ebike_end,cbike_start,cbike_end,total_start,total_end,active_days,daily_ebike_start,daily_ebike_end,daily_cbike_start,daily_cbike_end,daily_start,daily_end
11,2021,13042,Michigan Ave & Oak St,41.90086433333333,-87.62379416666667,392,396,608,679,1000,1075,30,13.07,13.2,20.27,22.63,33.33,35.83
11,2021,KA1503000043,Kingsbury St & Kinzie St,41.88913066666667,-87.638437,1181,1132,1483,1402,2664,2534,30,39.37,37.73,49.43,46.73,88.8,84.47
11,2021,TA1305000006,Dearborn St & Monroe St,41.880793,-87.6294585,521,500,808,768,1329,1268,30,17.37,16.67,26.93,25.6,44.3,42.27
11,2021,TA1307000127,Clark St & Grace St,41.950916,-87.65913033333334,360,349,473,469,833,818,30,12.0,11.63,15.77,15.63,27.77,27.27
11,2021,TA1306000003,Desplaines St & Kinzie St,41.888504,-87.64440716666667,820,777,900,799,1720,1576,30,27.33,25.9,30.0,26.63,57.33,52.53
11,2021,TA1309000014,Clark St & Leland Ave,41.9670685,-87.66743816666667,254,248,289,270,543,518,30,8.47,8.27,9.63,9.0,18.1,17.27
11,2021,307,Leamington Ave & Hirsch St,41.91,-87.75,12,6,0,0,12,6,11,1.09,0.55,0.0,0.0,1.09,0.55
11,2021,TA1306000011,Wells St & Walton St,41.899959,-87.6344285,262,232,422,323,684,555,30,8.73,7.73,14.07,10.77,22.8,18.5
11,2021,TA1309000006,Larrabee St & Armitage Ave,41.918084,-87.643749,284,282,331,331,615,613,30,9.47,9.4,11.03,11.03,20.5,20.43
11,2021,604,Sheridan Rd & Noyes St (NU),42.0582,-87.67755283333334,279,280,307,344,586,624,30,9.3,9.33,10.23,11.47,19.53,20.8
11,2021,13157,Aberdeen St & Jackson Blvd,41.87772433333333,-87.6547915,359,345,573,509,932,854,30,11.97,11.5,19.1,16.97,31.07,28.47
11,2021,359,Kilbourn & Belden,41.92,-87.74,30,21,0,0,30,21,16,1.88,1.31,0.0,0.0,1.88,1.31
11,2021,13146,Clark St & Armitage Ave,41.918294,-87.63634366666666,517,506,939,874,1456,1380,30,17.23,16.87,31.3,29.13,48.53,46.0
11,2021,TA1308000050,Wells St & Concord Ln,41.912133,-87.634656,992,996,1135,1184,2127,2180,30,33.07,33.2,37.83,39.47,70.9,72.67
11,2021,13206,Loomis St & Jackson Blvd,41.877945,-87.662007,147,136,346,318,493,454,30,4.9,4.53,11.53,10.6,16.43,15.13
11,2021,TA1309000011,Ellis Ave & 58th St,41.788746,-87.601334,100,95,891,899,991,994,30,3.33,3.17,29.7,29.97,33.03,33.13
11,2021,13008,Millennium Park,41.8810317,-87.62408432,604,606,729,755,1333,1361,30,20.13,20.2,24.3,25.17,44.43,45.37
11,2021,TA1307000158,Damen Ave & Leland Ave,41.967071833333335,-87.67908533333333,149,140,228,171,377,311,30,4.97,4.67,7.6,5.7,12.57,10.37
11,2021,17660,California Ave & Cortez St,41.900363,-87.696704,252,241,81,98,333,339,30,8.4,8.03,2.7,3.27,11.1,11.3
11,2021,TA1307000131,Wabash Ave & Wacker Pl,41.88686516666667,-87.62598633333333,310,296,398,363,708,659,30,10.33,9.87,13.27,12.1,23.6,21.97
11,2021,15545,Burnham Harbor,41.856268,-87.613348,70,69,305,294,375,363,30,2.33,2.3,10.17,9.8,12.5,12.1
