month,year,station_id,station_name,lat,lng,ebike_start,ebike_end,cbike_start,cbike_end,total_start,total_end,active_days,daily_ebike_start,daily_ebike_end,daily_cbike_start,daily_cbike_end,daily_start,daily_end
2,2023,TA1309000030,Southport Ave & Clybourn Ave,41.920771,-87.663712,156,165,175,210,331,375,28,5.57,5.89,6.25,7.5,11.82,13.39
2,2023,13379,Clarendon Ave & Gordon Ter,41.957879424,-87.649583697,173,174,304,290,477,464,28,6.18,6.21,10.86,10.36,17.04,16.57
2,2023,TA1307000160,Prairie Ave & Garfield Blvd,41.794827223,-87.618794918,10,10,34,32,44,42,27,0.37,0.37,1.26,1.19,1.63,1.56
2,2023,TA1308000050,Wells St & Concord Ln,41.912133,-87.634656,519,529,620,629,1139,1158,28,18.54,18.89,22.14,22.46,40.68,41.36
2,2023,RN-,Franklin St & Illinois St,41.89102331025185,-87.63547986745834,241,230,246,247,487,477,28,8.61,8.21,8.79,8.82,17.39,17.04
2,2023,TA1308000036,Indiana Ave & 31st St,41.838842,-87.621857,75,76,123,122,198,198,28,2.68,2.71,4.39,4.36,7.07,7.07
2,2023,13217,Calumet Ave & 33rd St,41.8349,-87.61793,152,153,265,261,417,414,28,5.43,5.46,9.46,9.32,14.89,14.79
2,2023,15575,Broadway & Thorndale Ave,41.98974251144,-87.6601406209,123,126,145,155,268,281,28,4.39,4.5,5.18,5.54,9.57,10.04
2,2023,KA1503000041,McClurg Ct & Erie St,41.894503,-87.617854,183,175,327,325,510,500,28,6.54,6.25,11.68,11.61,18.21,17.86
2,2023,KA1503000055,Halsted St & 63rd St,41.779432654,-87.644514203,12,7,7,12,19,19,15,0.8,0.47,0.47,0.8,1.27,1.27
2,2023,KA1504000093,Rockwell St & Eastwood Ave,41.965816021,-87.693648815,93,87,59,74,152,161,28,3.32,3.11,2.11,2.64,5.43,5.75
2,2023,TA1307000127,Clark St & Grace St,41.950824142,-87.659229755,134,129,250,236,384,365,28,4.79,4.61,8.93,8.43,13.71,13.04
2,2023,15622,California Ave & Montrose Ave,41.961068,-87.695439,48,46,72,65,120,111,28,1.71,1.64,2.57,2.32,4.29,3.96
2,2023,TA1306000016,Sheffield Ave & Fullerton Ave,41.9256018819,-87.6537080423,399,400,584,576,983,976,28,14.25,14.29,20.86,20.57,35.11,34.86
2,2023,TA1306000025,Racine Ave & Congress Pkwy,41.87464,-87.65703,194,172,260,221,454,393,28,6.93,6.14,9.29,7.89,16.21,14.04
