month,year,station_id,station_name,lat,lng,ebike_start,ebike_end,cbike_start,cbike_end,total_start,total_end,active_days,daily_ebike_start,daily_ebike_end,daily_cbike_start,daily_cbike_end,daily_start,daily_end
1,2024,KA1504000135,Wells St & Elm St,41.903267384,-87.634736776,398,396,550,567,948,963,32,12.44,12.38,17.19,17.72,29.62,30.09
1,2024,TA1305000030,Wells St & Randolph St,41.884295,-87.633963,101,102,275,247,376,349,30,3.37,3.4,9.17,8.23,12.53,11.63
1,2024,13253,Lincoln Ave & Waveland Ave,41.948797,-87.675278,48,47,75,71,123,118,30,1.6,1.57,2.5,2.37,4.1,3.93
1,2024,TA1305000009,Clark St & Ida B Wells Dr,41.8760335,-87.630866,97,98,156,185,253,283,31,3.13,3.16,5.03,5.97,8.16,9.13
1,2024,13154,Sheffield Ave & Kingsbury St,41.9106215,-87.653143,145,143,223,266,368,409,31,4.68,4.61,7.19,8.58,11.87,13.19
1,2024,TA1305000022,Orleans St & Merchandise Mart Plaza,41.888243,-87.63639,326,330,403,372,729,702,30,10.87,11.0,13.43,12.4,24.3,23.4
1,2024,KA1504000140,Winchester Ave & Elston Ave,41.92409085038,-87.6764600747,40,36,54,75,94,111,30,1.33,1.2,1.8,2.5,3.13,3.7
1,2024,13389,Clarendon Ave & Junior Ter,41.961004,-87.649603,101,102,126,121,227,223,30,3.37,3.4,4.2,4.03,7.57,7.43
1,2024,13288,Damen Ave & Charleston St,41.920082,-87.677855,117,117,93,94,210,211,29,4.03,4.03,3.21,3.24,7.24,7.28
1,2024,KA1504000133,Rush St & Cedar St,41.902350187,-87.627780914,163,165,202,219,365,384,31,5.26,5.32,6.52,7.06,11.77,12.39
1,2024,13276,Stockton Dr & Wrightwood Ave,41.93132,-87.638742,77,78,200,200,277,278,31,2.48,2.52,6.45,6.45,8.94,8.97
1,2024,13042,Michigan Ave & Oak St,41.901172333333335,-87.62333366666667,75,73,153,155,228,228,31,2.42,2.35,4.94,5.0,7.35,7.35
1,2024,13063,Sheridan Rd & Irving Park Rd,41.954245,-87.654406,153,153,348,344,501,497,31,4.94,4.94,11.23,11.1,16.16,16.03
1,2024,RP-001,Warren Park West,42.001803,-87.68883983333333,26,24,21,29,47,53,30,0.87,0.8,0.7,0.97,1.57,1.77
1,2024,202480.0,Hampden Ct & Diversey Ave,41.93234539,-87.642692924,117,88,0,0,117,88,28,4.18,3.14,0.0,0.0,4.18,3.14
1,2024,TA1306000011,Wells St & Walton St,41.89993001,-87.63443007,131,129,218,159,349,288,31,4.23,4.16,7.03,5.13,11.26,9.29
1,2024,13290,Noble St & Milwaukee Ave,41.9007,-87.662607,115,122,76,83,191,205,29,3.97,4.21,2.62,2.86,6.59,7.07
1,2024,13303,Clark St & Chicago Ave,41.89675,-87.63089,102,93,231,236,333,329,31,3.29,3.0,7.45,7.61,10.74,10.61
1,2024,13263,Columbus Dr & Randolph St,41.884728,-87.619521,173,170,402,234,575,404,30,5.77,5.67,13.4,7.8,19.17,13.47
1,2024,15539,Desplaines St & Jackson Blvd,41.87803483,-87.644138813,198,195,222,214,420,409,29,6.83,6.72,7.66,7.38,14.48,14.1
1,2024,13431,Adler Planetarium,41.866095,-87.607267,17,18,91,69,108,87,28,0.61,0.64,3.25,2.46,3.86,3.11
