month,year,station_id,station_name,lat,lng,ebike_start,ebike_end,cbike_start,cbike_end,total_start,total_end,active_days,daily_ebike_start,daily_ebike_end,daily_cbike_start,daily_cbike_end,daily_start,daily_end
5,2024,13022,Streeter Dr & Grand Ave,41.892278,-87.612043,1830,1813,6343,6373,8173,8186,32,57.19,56.66,198.22,199.16,255.41,255.81
5,2024,KA1504000159,Sheridan Rd & Greenleaf Ave,42.01058656284,-87.6624120948,113,111,162,146,275,257,31,3.65,3.58,5.23,4.71,8.87,8.29
5,2024,KA1504000079,Larrabee St & Division St,41.90348607004,-87.6433534936,393,382,761,689,1154,1071,31,12.68,12.32,24.55,22.23,37.23,34.55
5,2024,13268,Damen Ave & Wellington Ave,41.93588,-87.67842,263,269,274,321,537,590,31,8.48,8.68,8.84,10.35,17.32,19.03
5,2024,13156,Aberdeen St & Monroe St,41.880419,-87.655519,357,355,628,549,985,904,31,11.52,11.45,20.26,17.71,31.77,29.16
5,2024,TA1306000029,McClurg Ct & Ohio St,41.892592119709725,-87.61728912591934,652,649,1442,1479,2094,2128,31,21.03,20.94,46.52,47.71,67.55,68.65
5,2024,TA1309000050,Lincoln Ave & Addison St,41.946256876,-87.673366547,145,144,219,240,364,384,31,4.68,4.65,7.06,7.74,11.74,12.39
5,2024,TA1307000005,Indiana Ave & 26th St,41.845687,-87.622481,131,129,274,238,405,367,32,4.09,4.03,8.56,7.44,12.66,11.47
5,2024,TA1308000029,Stetson Ave & South Water St,41.886835,-87.62232,473,459,615,555,1088,1014,31,15.26,14.81,19.84,17.9,35.1,32.71
5,2024,13431,Adler Planetarium,41.866095,-87.607267,557,523,1795,1554,2352,2077,31,17.97,16.87,57.9,50.13,75.87,67.0
5,2024,KA1503000070,Harper Ave & 59th St,41.78794281287,-87.5883151702,63,50,262,198,325,248,31,2.03,1.61,8.45,6.39,10.48,8.0
5,2024,KA150400009X,Kimball Ave & Belmont Ave,41.93940916666666,-87.71219716666667,139,144,105,112,244,256,24,5.79,6.0,4.38,4.67,10.17,10.67
5,2024,13248,Ashland Ave & Augusta Blvd,41.899487615,-87.669783354,272,270,433,389,705,659,31,8.77,8.71,13.97,12.55,22.74,21.26
5,2024,TA1309000043,Southport Ave & Irving Park Rd,41.95421207,-87.66416347,340,338,526,496,866,834,31,10.97,10.9,16.97,16.0,27.94,26.9
5,2024,TA1309000061,Halsted St & Wrightwood Ave,41.929152369,-87.649111986,674,669,1074,1079,1748,1748,32,21.06,20.91,33.56,33.72,54.62,54.62
5,2024,TA1309000033,Sheffield Ave & Webster Ave,41.921704531,-87.653880835,676,675,1024,1055,1700,1730,31,21.81,21.77,33.03,34.03,54.84,55.81
5,2024,SL-010,Financial Pl & Ida B Wells Dr,41.87487483,-87.633187652,303,276,661,503,964,779,31,9.77,8.9,21.32,16.23,31.1,25.13
5,2024,TA1307000142,Clark St & Drummond Pl,41.931274772,-87.644293904,646,649,1373,1476,2019,2125,31,20.84,20.94,44.29,47.61,65.13,68.55
5,2024,15654,Spaulding Ave & Division St,41.90271163,-87.709319949,195,194,80,78,275,272,31,6.29,6.26,2.58,2.52,8.87,8.77
5,2024,TA1309000001,Halsted St & Maxwell St,41.864883,-87.647071,353,350,428,433,781,783,31,11.39,11.29,13.81,13.97,25.19,25.26
5,2024,13074,Broadway & Wilson Ave,41.965289712,-87.658335328,475,469,741,720,1216,1189,32,14.84,14.66,23.16,22.5,38.0,37.16
5,2024,13143,Damen Ave & Melrose Ave,41.9406,-87.6785,195,193,234,247,429,440,31,6.29,6.23,7.55,7.97,13.84,14.19
5,2024,15539,Desplaines St & Jackson Blvd,41.87811890091227,-87.64394760131836,493,487,694,682,1187,1169,31,15.9,15.71,22.39,22.0,38.29,37.71
5,2024,15652,Central Park Ave & North Ave,41.90965687563,-87.7166319516,43,44,56,49,99,93,31,1.39,1.42,1.81,1.58,3.19,3.0
5,2024,TA1309000015,Leavitt St & Lawrence Ave,41.968885,-87.684001,197,187,257,218,454,405,31,6.35,6.03,8.29,7.03,14.65,13.06
5,2024,TA1307000131,Wabash Ave & Wacker Pl,41.886875,-87.62603,520,524,990,1008,1510,1532,31,16.77,16.9,31.94,32.52,48.71,49.42
5,2024,632,Clark St & Newport St,41.94454,-87.654678,825,820,1117,1100,1942,1920,31,26.61,26.45,36.03,35.48,62.65,61.94
5,2024,TA1305000010,Michigan Ave & Ida B Wells Dr,41.876243,-87.624426,204,204,498,441,702,645,31,6.58,6.58,16.06,14.23,22.65,20.81
5,2024,KA1504000149,Damen Ave & Foster Ave,41.975712061,-87.679531813,293,287,231,238,524,525,31,9.45,9.26,7.45,7.68,16.9,16.94
5,2024,18069,Cherry Ave & Blackhawk St,41.907222271,-87.655721903,81,80,147,161,228,241,29,2.79,2.76,5.07,5.55,7.86,8.31
5,2024,TA1307000149,Ravenswood Ave & Irving Park Rd,41.95469,-87.67393,331,328,366,358,697,686,31,10.68,10.58,11.81,11.55,22.48,22.13
5,2024,13285,Wood St & Taylor St (Temp),41.869400263,-87.673865914,183,185,269,249,452,434,31,5.9,5.97,8.68,8.03,14.58,14.0
5,2024,18017,Central Park Ave & Bloomingdale Ave,41.914166,-87.716755,117,118,151,164,268,282,31,3.77,3.81,4.87,5.29,8.65,9.1
5,2024,13278,Broadway & Cornelia Ave,41.945529,-87.646439,854,852,1335,1337,2189,2189,32,26.69,26.62,41.72,41.78,68.41,68.41
5,2024,429,Francisco Ave & Bloomingdale Ave,41.91395816666667,-87.699405,163,103,0,0,163,103,29,5.62,3.55,0.0,0.0,5.62,3.55
5,2024,20254.0,W Armitage Ave & N Sheffield Ave,41.91787416666666,-87.65338133333333,566,555,0,0,566,555,31,18.26,17.9,0.0,0.0,18.26,17.9
5,2024,15643,Kosciuszko Park,41.93055582,-87.723882794,148,149,119,139,267,288,32,4.62,4.66,3.72,4.34,8.34,9.0
5,2024,13102,Calumet Ave & 18th St,41.857807875,-87.61945641,310,299,670,655,980,954,31,10.0,9.65,21.61,21.13,31.61,30.77
