month,year,station_id,station_name,lat,lng,ebike_start,ebike_end,cbike_start,cbike_end,total_start,total_end,active_days,daily_ebike_start,daily_ebike_end,daily_cbike_start,daily_cbike_end,daily_start,daily_end
8,2021,13157,Aberdeen St & Jackson Blvd,41.87779266666666,-87.65475116666667,359,347,1203,1210,1562,1557,31,11.58,11.19,38.81,39.03,50.39,50.23
8,2021,TA1306000003,Desplaines St & Kinzie St,41.888716036,-87.6444478533,872,823,2469,2357,3341,3180,31,28.13,26.55,79.65,76.03,107.77,102.58
8,2021,TA1309000006,Larrabee St & Armitage Ave,41.918084,-87.643749,297,287,1432,1333,1729,1620,31,9.58,9.26,46.19,43.0,55.77,52.26
8,2021,KA1503000043,Kingsbury St & Kinzie St,41.88907733333333,-87.63842616666666,1128,1131,3381,3409,4509,4540,31,36.39,36.48,109.06,109.97,145.45,146.45
8,2021,13042,Michigan Ave & Oak St,41.90096039,-87.62377664,1455,1417,5550,5493,7005,6910,31,46.94,45.71,179.03,177.19,225.97,222.9
8,2021,TA1306000011,Wells St & Walton St,41.89993001,-87.63443007,168,166,931,885,1099,1051,31,5.42,5.35,30.03,28.55,35.45,33.9
8,2021,TA1309000014,Clark St & Leland Ave,41.967096,-87.667429,389,385,986,1030,1375,1415,31,12.55,12.42,31.81,33.23,44.35,45.65
8,2021,TA1307000127,Clark St & Grace St,41.95078,-87.659172,664,657,1910,1872,2574,2529,31,21.42,21.19,61.61,60.39,83.03,81.58
8,2021,TA1305000006,Dearborn St & Monroe St,41.8810645,-87.6298925,537,528,1570,1577,2107,2105,31,17.32,17.03,50.65,50.87,67.97,67.9
8,2021,TA1306000006,Orleans St & Elm St,41.90291033333333,-87.63761516666666,179,164,755,673,934,837,31,5.77,5.29,24.35,21.71,30.13,27.0
8,2021,653,Cornell Dr & Hayes Dr,41.780595,-87.584846,10,11,45,37,55,48,29,0.34,0.38,1.55,1.28,1.9,1.66
8,2021,20112,Indiana Ave & 103rd St,41.70717027117756,-87.6184719800949,10,10,9,11,19,21,21,0.48,0.48,0.43,0.52,0.9,1.0
8,2021,604,Sheridan Rd & Noyes St (NU),42.05823983333333,-87.67746016666666,70,70,344,329,414,399,31,2.26,2.26,11.1,10.61,13.35,12.87
