month,year,station_id,station_name,lat,lng,ebike_start,ebike_end,cbike_start,cbike_end,total_start,total_end,active_days,daily_ebike_start,daily_ebike_end,daily_cbike_start,daily_cbike_end,daily_start,daily_end
8,2023,13430,LaSalle St & Illinois St,41.89072133333333,-87.63147666666667,1037,1008,2104,1885,3141,2893,31,33.45,32.52,67.87,60.81,101.32,93.32
8,2023,TA1305000030,Clark St & Randolph St,41.884511333333336,-87.63155033333334,550,558,1114,1215,1664,1773,31,17.74,18.0,35.94,39.19,53.68,57.19
8,2023,KA1504000135,Wells St & Elm St,41.90310483333333,-87.63466683333333,1378,1368,2597,2597,3975,3965,31,44.45,44.13,83.77,83.77,128.23,127.9
8,2023,428,Milwaukee Ave & Fullerton Ave,41.924669862,-87.700599074,509,445,0,0,509,445,31,16.42,14.35,0.0,0.0,16.42,14.35
8,2023,TA1305000022,Orleans St & Merchandise Mart Plaza,41.887794166666666,-87.6368815,1042,1023,1352,1212,2394,2235,31,33.61,33.0,43.61,39.1,77.23,72.1
8,2023,TA1305000009,Clark St & Ida B Wells Dr,41.87585233333333,-87.63112566666666,295,244,885,729,1180,973,31,9.52,7.87,28.55,23.52,38.06,31.39
8,2023,13154,Sheffield Ave & Kingsbury St,41.9105475,-87.6531855,688,693,1217,1286,1905,1979,31,22.19,22.35,39.26,41.48,61.45,63.84
8,2023,13253,Lincoln Ave & Waveland Ave,41.94881022,-87.675199389,259,253,319,320,578,573,31,8.35,8.16,10.29,10.32,18.65,18.48
8,2023,13389,Clarendon Ave & Junior Ter,41.96101466666666,-87.64959016666667,706,705,1091,1117,1797,1822,31,22.77,22.74,35.19,36.03,57.97,58.77
8,2023,1280.0,Public Rack - Wilbur Wright College South,41.95836116666667,-87.787428,15,20,0,0,15,20,14,1.07,1.43,0.0,0.0,1.07,1.43
8,2023,TA1309000007,Franklin St & Monroe St,41.880317,-87.635185,831,835,851,833,1682,1668,31,26.81,26.94,27.45,26.87,54.26,53.81
8,2023,TA1305000029,State St & Randolph St,41.88462107257936,-87.62783423066139,683,683,1476,1482,2159,2165,31,22.03,22.03,47.61,47.81,69.65,69.84
8,2023,13102,Calumet Ave & 18th St,41.85761755293753,-87.61941075325012,351,338,743,771,1094,1109,31,11.32,10.9,23.97,24.87,35.29,35.77
8,2023,13068,Western Ave & Winnebago Ave,41.91552,-87.687022,517,509,817,802,1334,1311,32,16.16,15.91,25.53,25.06,41.69,40.97
8,2023,TA1307000048,Fort Dearborn Dr & 31st St,41.83846783333333,-87.608526,129,118,356,369,485,487,31,4.16,3.81,11.48,11.9,15.65,15.71
8,2023,TA1309000064,Wolcott Ave & Polk St,41.871262,-87.673688,357,362,478,520,835,882,31,11.52,11.68,15.42,16.77,26.94,28.45
8,2023,TA1306000008,Larrabee St & North Ave,41.91021,-87.6435,353,345,723,622,1076,967,31,11.39,11.13,23.32,20.06,34.71,31.19
8,2023,13242,Milwaukee Ave & Rockwell St,41.92019616666666,-87.6926285,281,273,291,274,572,547,31,9.06,8.81,9.39,8.84,18.45,17.65
8,2023,13156,Aberdeen St & Monroe St,41.880419,-87.655519,407,399,737,718,1144,1117,31,13.13,12.87,23.77,23.16,36.9,36.03
8,2023,E008,Chicago Ave & Sheridan Rd,42.050491,-87.677821,106,109,215,222,321,331,31,3.42,3.52,6.94,7.16,10.35,10.68
8,2023,13036,Michigan Ave & Madison St,41.88202966666667,-87.62502733333334,397,395,802,857,1199,1252,31,12.81,12.74,25.87,27.65,38.68,40.39
8,2023,TA1309000001,Halsted St & Maxwell St,41.864883,-87.647071,437,438,776,808,1213,1246,31,14.1,14.13,25.03,26.06,39.13,40.19
8,2023,TA1309000024,Clark St & Schiller St,41.907901,-87.63155383333333,850,836,1798,1672,2648,2508,31,27.42,26.97,58.0,53.94,85.42,80.9
8,2023,596,Benson Ave & Church St,42.048189402,-87.683414817,324,320,315,343,639,663,31,10.45,10.32,10.16,11.06,20.61,21.39
8,2023,15655,Albany Ave & Bloomingdale Ave,41.91402671273,-87.705126462,242,252,373,364,615,616,31,7.81,8.13,12.03,11.74,19.84,19.87
8,2023,TA1307000113,Southport Ave & Wrightwood Ave,41.928773,-87.663913,586,582,1104,1128,1690,1710,31,18.9,18.77,35.61,36.39,54.52,55.16
8,2023,23001,Elizabeth St & Randolph St,41.884336,-87.658902,486,476,763,748,1249,1224,31,15.68,15.35,24.61,24.13,40.29,39.48
8,2023,15615,Christiana Ave & Lawrence Ave,41.96835449363,-87.7118306675,128,132,90,108,218,240,31,4.13,4.26,2.9,3.48,7.03,7.74
8,2023,13059,Sheridan Rd & Argyle St,41.97328682025979,-87.65475958585739,510,507,620,628,1130,1135,31,16.45,16.35,20.0,20.26,36.45,36.61
8,2023,632,Clark St & Newport St,41.94454,-87.654678,1231,1209,1792,1755,3023,2964,31,39.71,39.0,57.81,56.61,97.52,95.61
8,2023,13353,Ada St & Washington Blvd,41.88283,-87.661206,308,300,476,475,784,775,31,9.94,9.68,15.35,15.32,25.29,25.0
8,2023,TA1309000002,Michigan Ave & Jackson Blvd,41.878005,-87.624144,381,371,944,1075,1325,1446,31,12.29,11.97,30.45,34.68,42.74,46.65
8,2023,13217,Calumet Ave & 33rd St,41.8348275,-87.61793233333333,482,479,1205,1182,1687,1661,31,15.55,15.45,38.87,38.13,54.42,53.58
8,2023,KA1504000147,Winchester (Ravenswood) Ave & Balmoral Ave,41.979762,-87.67753,117,116,109,157,226,273,30,3.9,3.87,3.63,5.23,7.53,9.1
8,2023,TA1308000050,Wells St & Concord Ln,41.912133,-87.634656,1625,1613,2776,2835,4401,4448,31,52.42,52.03,89.55,91.45,141.97,143.48
8,2023,624,Dearborn St & Van Buren St,41.876268,-87.629155,193,192,578,512,771,704,31,6.23,6.19,18.65,16.52,24.87,22.71
8,2023,13143,Damen Ave & Melrose Ave,41.9406,-87.6785,265,271,345,433,610,704,31,8.55,8.74,11.13,13.97,19.68,22.71
