month,year,station_id,station_name,lat,lng,ebike_start,ebike_end,cbike_start,cbike_end,total_start,total_end,active_days,daily_ebike_start,daily_ebike_end,daily_cbike_start,daily_cbike_end,daily_start,daily_end
7,2022,13224,Ashland Ave & Blackhawk St,41.907066,-87.667252,693,677,799,814,1492,1491,31,22.35,21.84,25.77,26.26,48.13,48.1
7,2022,15541,Buckingham Fountain (Temp),41.86962074748123,-87.6239812374115,575,564,616,622,1191,1186,31,18.55,18.19,19.87,20.06,38.42,38.26
7,2022,TA1307000117,Wabash Ave & Grand Ave,41.891466,-87.626761,1655,1588,2232,2084,3887,3672,31,53.39,51.23,72.0,67.23,125.39,118.45
7,2022,15535,Desplaines St & Randolph St,41.88461411,-87.644563556,781,772,883,828,1664,1600,31,25.19,24.9,28.48,26.71,53.68,51.61
7,2022,20239,Marquette Ave & 89th St,41.73366879071472,-87.55834221839905,5,4,33,39,38,43,24,0.21,0.17,1.38,1.62,1.58,1.79
7,2022,TA1308000006,Damen Ave & Grand Ave,41.89239445296271,-87.67688512802124,378,360,317,369,695,729,31,12.19,11.61,10.23,11.9,22.42,23.52
7,2022,15445,Wentworth Ave & 33rd St,41.83453266666667,-87.63182916666666,147,151,274,266,421,417,31,4.74,4.87,8.84,8.58,13.58,13.45
7,2022,TA1309000064,Wolcott Ave & Polk St,41.8713295,-87.67364766666667,390,368,512,538,902,906,31,12.58,11.87,16.52,17.35,29.1,29.23
7,2022,SL-011,Wells St & Polk St,41.87273154226308,-87.63351649045944,675,655,668,625,1343,1280,31,21.77,21.13,21.55,20.16,43.32,41.29
7,2022,13194,Ogden Ave & Race Ave,41.89174283333333,-87.65879516666666,634,633,684,694,1318,1327,32,19.81,19.78,21.38,21.69,41.19,41.47
7,2022,TA1309000002,Michigan Ave & Jackson Blvd,41.87775333333333,-87.62410816666667,830,850,1169,1219,1999,2069,31,26.77,27.42,37.71,39.32,64.48,66.74
7,2022,13138,Canal St & Jackson Blvd,41.877245,-87.639366,698,692,577,601,1275,1293,31,22.52,22.32,18.61,19.39,41.13,41.71
7,2022,TA1309000058,Lincoln Ave & Fullerton Ave,41.92420416666667,-87.6465215,1448,1436,1793,1804,3241,3240,31,46.71,46.32,57.84,58.19,104.55,104.52
7,2022,15624,Avondale Ave & Irving Park Rd,41.953425,-87.73199066666666,237,220,97,74,334,294,31,7.65,7.1,3.13,2.39,10.77,9.48
7,2022,16937,Ashland Ave & McDowell Ave,41.80887,-87.66454,26,25,34,35,60,60,30,0.87,0.83,1.13,1.17,2.0,2.0
7,2022,13059,Bissell St & Armitage Ave,41.918018,-87.652182,571,554,761,773,1332,1327,31,18.42,17.87,24.55,24.94,42.97,42.81
7,2022,KA1503000007,Cornell Ave & Hyde Park Blvd,41.802406,-87.586924,351,349,871,810,1222,1159,32,10.97,10.91,27.22,25.31,38.19,36.22
7,2022,TA1308000047,Southport Ave & Clark St,41.957127666666665,-87.66417516666667,180,165,315,278,495,443,31,5.81,5.32,10.16,8.97,15.97,14.29
7,2022,13257,Campbell Ave & North Ave,41.910535,-87.689556,502,481,545,551,1047,1032,31,16.19,15.52,17.58,17.77,33.77,33.29
7,2022,13294,Greenview Ave & Diversey Pkwy,41.93258963429789,-87.66593635082245,391,372,604,577,995,949,31,12.61,12.0,19.48,18.61,32.1,30.61
7,2022,KA1503000031,Cottage Grove Ave & 67th St,41.773721,-87.605635,18,19,43,32,61,51,30,0.6,0.63,1.43,1.07,2.03,1.7
7,2022,KA1503000040,Loomis St & Archer Ave,41.84163253965,-87.6574349533,158,160,92,102,250,262,31,5.1,5.16,2.97,3.29,8.06,8.45
7,2022,546,Public Rack - Cicero Ave & Wellington Ave,41.94,-87.75,56,56,24,29,80,85,30,1.87,1.87,0.8,0.97,2.67,2.83
7,2022,13045,Dearborn St & Erie St,41.894273996,-87.629501104,1573,1559,1894,1887,3467,3446,31,50.74,50.29,61.1,60.87,111.84,111.16
7,2022,605,University Library (NU),42.052939,-87.673447,88,91,186,185,274,276,31,2.84,2.94,6.0,5.97,8.84,8.9
7,2022,13409,Sangamon St & Washington Blvd,41.883165,-87.6511,606,584,729,740,1335,1324,31,19.55,18.84,23.52,23.87,43.06,42.71
7,2022,TA1309000035,Clark St & Winnemac Ave,41.97340466666667,-87.66786916666666,1224,1225,1027,1027,2251,2252,32,38.25,38.28,32.09,32.09,70.34,70.38
7,2022,15655,Albany Ave & Bloomingdale Ave,41.91402671273,-87.705126462,462,433,347,324,809,757,31,14.9,13.97,11.19,10.45,26.1,24.42
7,2022,TA1305000011,Michigan Ave & Lake St,41.886024,-87.624117,1232,1204,1611,1593,2843,2797,31,39.74,38.84,51.97,51.39,91.71,90.23
7,2022,13278,Broadway & Cornelia Ave,41.945529,-87.646439,1294,1268,2047,2037,3341,3305,32,40.44,39.62,63.97,63.66,104.41,103.28
