h3_index,lat,lng
882664ca95fffff,41.87164915262277,-87.67599895781557
882664ca97fffff,41.864153869541234,-87.67125114756088
882664ca99fffff,41.87706858374991,-87.65788806491692
882664ca9bfffff,41.86957193155456,-87.65314242366102
882664ca9dfffff,41.878107279872125,-87.66931806364751
882664caa1fffff,41.882250566083506,-87.71503995623256
882664caa3fffff,41.87475636342743,-87.71028518241718
882664caa5fffff,41.88328351271743,-87.72647089926856
882664caa7fffff,41.87578980120311,-87.7217142998973
882664caa9fffff,41.88871155220878,-87.70836363465062
882664caabfffff,41.881216469412394,-87.70360920024716
882664caadfffff,41.8897451577819,-87.71979621693691
882664cab1fffff,41.866227472437195,-87.69410479019831
882664cab3fffff,41.858733559035166,-87.68935481328998
882664cab5fffff,41.8672625502023,-87.70553189485909
882664cab7fffff,41.85976912679654,-87.70078009292692
882664cab9fffff,41.87268603906752,-87.68742751047148
882664cabbfffff,41.865191245526844,-87.68267787413082
882664cabdfffff,41.87372177602571,-87.69885625230694
882664cac1fffff,41.90705909743359,-87.67688548382804
882664cac3fffff,41.89956088405421,-87.67213389975309
882664cac5fffff,41.9080958335439,-87.68832279542097
882664cac7fffff,41.90059811071863,-87.68356938248962
882664cac9fffff,41.91352030320222,-87.67019960429818
882664cacbfffff,41.90602120998877,-87.66544836254006
882664cacdfffff,41.91455770013736,-87.68163855518856
882664cad1fffff,41.89102419302646,-87.65595033896504
882664cad3fffff,41.88352627005485,-87.65120355588328
882664cad5fffff,41.89206306038806,-87.6673838023311
882664cad7fffff,41.88456562682383,-87.66263519092972
882664cad9fffff,41.89748297802839,-87.64926350705616
882664cadbfffff,41.88998417522496,-87.64451706744605
882664caddfffff,41.89852250646728,-87.66069860763987
882664cae1fffff,41.902669110999106,-87.70644091620713
882664cae3fffff,41.895172759128066,-87.70168533445353
882664cae5fffff,41.903702884475486,-87.71787696537523
882664cae7fffff,41.89620702402612,-87.71311955614922
882664cae9fffff,41.90913141824956,-87.69976029641205
882664caebfffff,41.90163418639024,-87.6950050549431
882664caedfffff,41.910165851480684,-87.71119798589444
882664cb01fffff,41.946327256560245,-87.79891507691026
882664cb03fffff,41.938831931272986,-87.79414107636336
882664cb05fffff,41.94735164682879,-87.81036136855893
882664cb07fffff,41.93985681727155,-87.8055855403437
882664cb09fffff,41.9527979181182,-87.79224263189421
882664cb0bfffff,41.94530171269211,-87.78746896610924
882664cb0dfffff,41.95382296629886,-87.80369057111218
882664cb11fffff,41.930310456690556,-87.77792611359553
882664cb13fffff,41.92281540689636,-87.7731569255984
882664cb15fffff,41.931336990827965,-87.78936856883709
882664cb17fffff,41.923842435615796,-87.78459755369738
882664cb19fffff,41.93677869977796,-87.77125269282587
882664cb1bfffff,41.929282769843354,-87.76648384075726
882664cb1dfffff,41.937805892085976,-87.78269679355446
882664cb21fffff,41.941903129434955,-87.82847500818293
882664cb25fffff,41.94292455546636,-87.83992001022372
882664cb29fffff,41.948374883430695,-87.82180784014592
882664cb2bfffff,41.940880550014505,-87.81703018458657
882664cb2dfffff,41.949396966299226,-87.83325449076172
882664cb33fffff,41.91839985595965,-87.80270617858724
882664cb39fffff,41.93236237218798,-87.80081120557355
882664cb3bfffff,41.92486831196886,-87.79603836361433
882664cb43fffff,41.95926880149397,-87.7855682045935
882664cb49fffff,41.97323825612873,-87.78366628323343
882664cb4bfffff,41.965739906235754,-87.77889179430588
882664cb4dfffff,41.97426412532259,-87.79511934842027
882664cb51fffff,41.95074435999369,-87.76934729866787
882664cb53fffff,41.943247164426666,-87.76457729068734
882664cb55fffff,41.95177171599398,-87.78079487410955
882664cb57fffff,41.944275015291716,-87.7760230370652
882664cb59fffff,41.95721392574017,-87.76266957766079
882664cb5bfffff,41.9497158501851,-87.75789990647871
882664cb5dfffff,41.958241940727014,-87.7741187996624
882664cc01fffff,41.78173164161253,-87.6191230630915
882664cc03fffff,41.77424107512584,-87.61439302344412
882664cc05fffff,41.78277437835369,-87.63052973083889
882664cc07fffff,41.77528429701227,-87.62579787021737
882664cc09fffff,41.7881792071496,-87.6124462845766
882664cc0bfffff,41.78068776038818,-87.60771658921739
882664cc0dfffff,41.789222603273856,-87.62385458016443
882664cc11fffff,41.76570605387119,-87.59826162887035
882664cc13fffff,41.75821579488605,-87.59353636262803
882664cc15fffff,41.766750904199235,-87.60966446059489
882664cc17fffff,41.75926112921793,-87.60493737391666
882664cc19fffff,41.77215119920758,-87.59158391335707
882664cc1bfffff,41.76466005995344,-87.58685899254426
882664cc1dfffff,41.77319670916694,-87.60298837085779
882664cc21fffff,41.77736730828108,-87.64860814272917
882664cc23fffff,41.769878592925245,-87.64387411917593
882664cc25fffff,41.77840709752089,-87.6600135666698
882664cc27fffff,41.77091886817602,-87.65527772351057
882664cc29fffff,41.78381597054009,-87.6419365915603
882664cc2bfffff,41.77632637475448,-87.63720291027869
882664cc2dfffff,41.784856418100404,-87.65334364435638
882664cc31fffff,41.76134836805594,-87.6277399800353
882664cc33fffff,41.75385995791375,-87.62301072981936
882664cc35fffff,41.76239027241846,-87.6391415730694
882664cc37fffff,41.7549023471461,-87.63441050378255
882664cc39fffff,41.767794610865444,-87.6210674868196
882664cc3bfffff,41.76030532029855,-87.6163385800184
882664cc3dfffff,41.76883717379796,-87.6324707066461
882664cc41fffff,41.80211971527968,-87.61049836234231
882664cc43fffff,41.79462699317412,-87.60576753398063
882664cc45fffff,41.80316328575071,-87.62191010880483
882664cc47fffff,41.7956710490657,-87.61717745756309
882664cc49fffff,41.80856860146599,-87.60381729380944
882664cc4bfffff,41.80107499923639,-87.59908681061127
882664cc4dfffff,41.80961283213407,-87.6152306691611
882664cc51fffff,41.7860889805067,-87.58963027767747
882664cc53fffff,41.77859656477782,-87.58490422668575
882664cc55fffff,41.78713466620321,-87.60103818344777
882664cc57fffff,41.77964273475254,-87.5963103101158
882664cc59fffff,41.79253544597973,-87.58294827285113
882664cc5bfffff,41.785042150132455,-87.57822256816515
882664cc5dfffff,41.79358179212139,-87.59435780544334
882664cc61fffff,41.7977557250779,-87.63999788626346
882664cc63fffff,41.790264854504166,-87.63526306931166
882664cc65fffff,41.798796345055486,-87.65140838958115
882664cc67fffff,41.79130596076906,-87.64667175111849
882664cc69fffff,41.80420571057761,-87.6333220490984
882664cc6bfffff,41.79671395972418,-87.62858757529074
882664cc6dfffff,41.80524698968888,-87.64473418232248
882664cc81fffff,41.729305996442605,-87.586043776382
882664cc83fffff,41.72181820695857,-87.58132406116268
882664cc85fffff,41.730352121529904,-87.59743770624621
882664cc87fffff,41.72286481463541,-87.59271617303082
882664cc89fffff,41.73574739964186,-87.57936941210572
882664cc8bfffff,41.728258729745704,-87.57465004257936
882664cc8dfffff,41.73679418379481,-87.59076496464131
882664cc91fffff,41.713282585035685,-87.56521572074472
882664cc93fffff,41.705795110989186,-87.5605007671863
882664cc95fffff,41.71433081572661,-87.57660581835812
882664cc97fffff,41.70684382313047,-87.57188904734335
882664cc99fffff,41.71972156807971,-87.55854042744066
882664cc9bfffff,41.712233213628586,-87.55382582071029
882664cc9dfffff,41.72077045808239,-87.56993214566742
882664cca1fffff,41.72495460610123,-87.61550098230295
882664cca3fffff,41.71746866277427,-87.61077728772047
882664cca5fffff,41.72599778974594,-87.62689367791528
882664cca7fffff,41.71851232987383,-87.62216816669755
882664cca9fffff,41.73139710493518,-87.60883183127588
882664ccabfffff,41.72391028104039,-87.60410848037617
882664ccadfffff,41.73244094658629,-87.6202261505748
882664ccb1fffff,41.708937826203275,-87.59466619774614
882664ccb3fffff,41.701452196028654,-87.589947264766
882664ccb5fffff,41.709983116989505,-87.60605506620223
882664ccb7fffff,41.70249796913084,-87.60133431712342
882664ccb9fffff,41.71537790562842,-87.58799611265539
882664ccbbfffff,41.70789139489277,-87.58327752449487
882664ccbdfffff,41.71642385466842,-87.59938660274128
882664ccc1fffff,41.749678971857406,-87.57741357624865
882664ccc3fffff,41.74218902378478,-87.57269307951275
882664ccc5fffff,41.75072593259637,-87.58881257150406
882664ccc7fffff,41.74323646738682,-87.58409025487201
882664ccc9fffff,41.756121696757745,-87.57073492808136
882664cccbfffff,41.748630868422715,-87.56601477791362
882664cccdfffff,41.75716931737514,-87.58213554705036
882664ccd1fffff,41.733650405566905,-87.55657889787028
882664ccd3fffff,41.72616077181431,-87.55186316674295
882664ccd5fffff,41.734699473541596,-87.56797405621658
882664ccd7fffff,41.727210321511926,-87.56325650573437
882664ccd9fffff,41.74009070979864,-87.54989932138633
882664ccdbfffff,41.73260019579099,-87.54518393796313
882664ccddfffff,41.741140437897705,-87.56129610138527
882664cce1fffff,41.74532792744495,-87.60688519369843
882664cce3fffff,41.737839825927836,-87.60216071292686
882664cce5fffff,41.74637194375636,-87.61828295537163
882664cce7fffff,41.73888432596864,-87.6135566560658
882664cce9fffff,41.75177175056693,-87.60021176278259
882664ccebfffff,41.744282768631024,-87.59548762656623
882664ccedfffff,41.75281642569676,-87.61161114918684
882664cd01fffff,41.78900676066437,-87.69897375829679
882664cd03fffff,41.781519598812494,-87.69423097844121
882664cd05fffff,41.79004148403454,-87.71038175797251
882664cd07fffff,41.78255481019949,-87.70563715935059
882664cd09fffff,41.795458934754755,-87.69230838694466
882664cd0bfffff,41.78797089231586,-87.68756594619754
882664cd0dfffff,41.79649431513035,-87.7037180185507
882664cd11fffff,41.77299598676448,-87.67808550399944
882664cd13fffff,41.76550912442417,-87.67334750129318
882664cd15fffff,41.77403282996105,-87.68948967835611
882664cd17fffff,41.76654645449614,-87.68474985741399
882664cd19fffff,41.77944574240307,-87.6714191812015
882664cd1bfffff,41.771957999479326,-87.6666815187513
882664cd1dfffff,41.78048324285703,-87.68282498542506
882664cd21fffff,41.78462179898951,-87.7284500812511
882664cd23fffff,41.77713649431974,-87.7237033270879
882664cd25fffff,41.785653576254006,-87.73985682044307
882664cd27fffff,41.77816876046384,-87.73510824888875
882664cd29fffff,41.79107506235678,-87.72178994432481
882664cd2bfffff,41.78358887694831,-87.71704352725375
882664cd2dfffff,41.792107495561794,-87.7331983164537
882664cd31fffff,41.76861768332331,-87.70755513433417
882664cd33fffff,41.76113267587931,-87.70281315723071
882664cd35fffff,41.76965158193893,-87.71895805333638
882664cd37fffff,41.762167062233424,-87.71421425936914
882664cd39fffff,41.77506852899896,-87.70089404092245
882664cd3bfffff,41.767582640819164,-87.69615240206049
882664cd3dfffff,41.77610308380836,-87.7122985907994
882664cd41fffff,41.80940064755685,-87.69038462651004
882664cd43fffff,41.80191133202216,-87.68564104460067
