h3_index,lat,lng
882664cd45fffff,41.810436197026945,-87.70179771087552
882664cd47fffff,41.802947369787326,-87.69705230829452
882664cd49fffff,41.815854147989995,-87.68371497250318
882664cd4bfffff,41.80836395201776,-87.67897173057109
882664cd4dfffff,41.81689035527804,-87.69512968985512
882664cd51fffff,41.793384738118064,-87.66948968911177
882664cd53fffff,41.785895720963566,-87.66475088832765
882664cd55fffff,41.79442240906065,-87.68089894349829
882664cd57fffff,41.786933879058864,-87.67615832257458
882664cd59fffff,41.79983581958587,-87.6628190843435
882664cd5bfffff,41.792345921997324,-87.65808062468517
882664cd5dfffff,41.80087414859826,-87.67422996965014
882664cd61fffff,41.80501600806217,-87.71987539830961
882664cd63fffff,41.797528550117654,-87.7151278374161
882664cd65fffff,41.80604860843285,-87.73128722282932
882664cd67fffff,41.79856163964722,-87.72653784264058
882664cd69fffff,41.811470600358234,-87.71321098276638
882664cd6bfffff,41.80398226182387,-87.70846375983106
882664cd6dfffff,41.8125038574812,-87.72462444128148
882664cd81fffff,41.736604894216256,-87.66580535253517
882664cd83fffff,41.72912049146798,-87.66107291790568
882664cd85fffff,41.737643026024436,-87.67720062973373
882664cd87fffff,41.730159108734256,-87.6724663792998
882664cd89fffff,41.74305090377334,-87.65914235922064
882664cd8bfffff,41.7355656202975,-87.65441026512337
882664cd8dfffff,41.744089692278344,-87.6705392631746
882664cd91fffff,41.72059624076723,-87.6449505030632
882664cd93fffff,41.71311214548193,-87.64022283384936
882664cd95fffff,41.72163648441831,-87.65634195866046
882664cd97fffff,41.71415287345186,-87.65161247417417
882664cd99fffff,41.72703983190285,-87.63828656631723
882664cd9bfffff,41.719554855895325,-87.63355923877698
882664cd9dfffff,41.72808073250057,-87.64967964661275
882664cda9fffff,41.73868001565165,-87.6885960958223
882664cdadfffff,41.73971586302774,-87.69999174990397
882664cdb1fffff,41.71623090667359,-87.67439232611557
882664cdb3fffff,41.70874866131059,-87.66966068700523
882664cdb7fffff,41.70978645160267,-87.6810490829232
882664cdb9fffff,41.72267558677764,-87.66773360467306
882664cdbbfffff,41.71519246053934,-87.66300230522806
882664cdbdfffff,41.72371354777456,-87.67912544020504
882664cdc1fffff,41.75698369637125,-87.65721062811024
882664cdc3fffff,41.749497136957956,-87.65247739866545
882664cdc5fffff,41.7580226562219,-87.66861097667915
882664cdc7fffff,41.75053658254317,-87.66387592953048
882664cdc9fffff,41.763431033314674,-87.65054335822255
882664cdcbfffff,41.75594359332235,-87.64581047017874
882664cdcdfffff,41.76447065067352,-87.6619453345966
882664cdd1fffff,41.74096989948573,-87.63634912331706
882664cdd3fffff,41.733483646411386,-87.63162066324662
882664cdd5fffff,41.74201097281884,-87.64774564563578
882664cdd7fffff,41.73452520433887,-87.64301536839498
882664cdd9fffff,41.747414817493365,-87.62968091068868
882664cddbfffff,41.73992768384518,-87.62495279316146
882664cdddfffff,41.74845654858434,-87.6410790587524
882664cde1fffff,41.75261204506563,-87.68667356052639
882664cde3fffff,41.7451273382633,-87.68193635660059
882664cde5fffff,41.75364806186225,-87.698072658862
882664cde7fffff,41.746163841657875,-87.69333363860135
882664cde9fffff,41.75906047280363,-87.68001151498757
882664cdebfffff,41.751574885269214,-87.67527465044998
882664cdedfffff,41.76009714604613,-87.69141224213747
882664ce21fffff,41.8225125841712,-87.6018658676275
882664ce23fffff,41.81501770717457,-87.59713425127163
882664ce25fffff,41.82355698972513,-87.61328269681096
882664ce27fffff,41.81606259842428,-87.6085492556664
882664ce2dfffff,41.83000785549011,-87.60659896347278
882664ce35fffff,41.807523224886474,-87.59240411377606
882664ce37fffff,41.80002913769294,-87.58767545451205
882664cea1fffff,41.77005674757695,-87.568775587207
882664cea3fffff,41.76256464163879,-87.5640543096801
882664cea5fffff,41.771104545320036,-87.58017965184062
882664cea7fffff,41.763612922518405,-87.57545655251481
882664ceb1fffff,41.75402302649514,-87.54793428355993
882664ceb3fffff,41.746531233758205,-87.54321777559346
882664ceb5fffff,41.75507293310672,-87.5593345066187
882664ceb7fffff,41.747581622365246,-87.5546161773962
882664cf01fffff,41.8341766502975,-87.65227474371528
882664cf03fffff,41.826683325694646,-87.64753434889514
882664cf05fffff,41.83521598077783,-87.66369417020371
882664cf07fffff,41.82772314388214,-87.6589519514285
882664cf09fffff,41.84063037719314,-87.64559556084488
882664cf0bfffff,41.83313617245734,-87.64085550889571
882664cf0dfffff,41.84167036737087,-87.65701662036184
882664cf11fffff,41.81814894188337,-87.63137984856776
882664cf13fffff,41.81065591681865,-87.62664423893018
882664cf15fffff,41.81919039394925,-87.64279543527176
882664cf17fffff,41.81169785544806,-87.63805800221586
882664cf19fffff,41.82460024854481,-87.62469972068453
882664cf1bfffff,41.817106343351185,-87.61996445506554
882664cf1dfffff,41.82564236055847,-87.63611693834652
882664cf21fffff,41.82979933912786,-87.68178772884147
882664cf23fffff,41.82230787063755,-87.67704334557953
882664cf25fffff,41.83083571604513,-87.69320590191681
882664cf27fffff,41.82334473612813,-87.68845969607536
882664cf29fffff,41.836254163827626,-87.67511378745853
882664cf2bfffff,41.82876181505008,-87.67036974504462
882664cf2dfffff,41.83729119937634,-87.68653359457721
882664cf31fffff,41.81377829425602,-87.66088610573287
882664cf33fffff,41.806287123013256,-87.65614650757645
882664cf35fffff,41.81481679429257,-87.67230044416198
882664cf37fffff,41.80732611047978,-87.66755902395957
882664cf39fffff,41.82023069947755,-87.65421121427609
882664cf3bfffff,41.812738647950894,-87.64947195811712
882664cf3dfffff,41.82126985839721,-87.66562718467921
882664cf41fffff,41.854579801351264,-87.64365559289466
882664cf43fffff,41.8470843241187,-87.63891440212237
882664cf45fffff,41.855619963627184,-87.65508011146308
882664cf47fffff,41.84812497437885,-87.65033709482394
882664cf49fffff,41.86103484783733,-87.6369721138785
882664cf4bfffff,41.85353849062348,-87.63223126685261
882664cf4dfffff,41.86207567062574,-87.64839826653063
882664cf51fffff,41.83854695380878,-87.62275401947971
882664cf53fffff,41.83105177498214,-87.61801761787224
882664cf55fffff,41.839589239315366,-87.63417469358326
882664cf57fffff,41.83209454732844,-87.62943646664728
882664cf59fffff,41.84499957954885,-87.61606959614937
882664cf5bfffff,41.83750352074488,-87.61133353943681
882664cf5dfffff,41.84604252581822,-87.62749190226315
882664cf61fffff,41.85020283049403,-87.67318305514154
882664cf63fffff,41.84270920977758,-87.66843787123139
882664cf65fffff,41.851240036207706,-87.68460632095099
882664cf67fffff,41.843746904342645,-87.6798593125506
882664cf69fffff,41.856658977380214,-87.66650482165424
882664cf6bfffff,41.84916447652756,-87.66175997946475
882664cf6dfffff,41.857696842539696,-87.67792972256446
882664d813fffff,42.01337849154937,-87.67955322700874
882664d817fffff,42.01441476925675,-87.69101689611988
882664d81bfffff,42.019848916083696,-87.67285234670189
882664d833fffff,42.0089783550149,-87.70917635138925
882664d83bfffff,42.01544988978853,-87.70248075528707
882664d881fffff,41.98439113902085,-87.67196674271138
882664d883fffff,41.97688619767626,-87.66720793625178
882664d885fffff,41.98542823340278,-87.68342325691924
882664d887fffff,41.9779237845986,-87.678662615294
882664d889fffff,41.990858709834136,-87.66526888250696
882664d88bfffff,41.983352889117015,-87.660510419842
882664d88dfffff,41.99189646724214,-87.6767270412917
882664d891fffff,41.968342409809324,-87.65099796894859
882664d893fffff,41.960837751999506,-87.6462439794489
882664d895fffff,41.96938164359897,-87.66245062127706
882664d897fffff,41.961877477179414,-87.6576947971517
882664d89dfffff,41.975847455645244,-87.65575344886781
882664d8a1fffff,41.97999549283604,-87.70157254470959
882664d8a3fffff,41.972492416513475,-87.69680972648676
882664d8a5fffff,41.981029614011184,-87.71302779326095
882664d8a7fffff,41.97352703109936,-87.70826314126307
882664d8a9fffff,41.98646417219249,-87.69487996155425
882664d8abfffff,41.97896021634191,-87.69011748508358
882664d8adfffff,41.987498955320014,-87.70633685570498
882664d8b1fffff,41.96395346462168,-87.68059700853767
882664d8b3fffff,41.956450669533126,-87.67583900719148
882664d8b5fffff,41.964989726743056,-87.69204840040082
882664d8b7fffff,41.95748742391535,-87.6872885658164
882664d8b9fffff,41.97041972269318,-87.67390346558321
882664d8bbfffff,41.96291604807702,-87.6691458071513
882664d8bdfffff,41.97145664702143,-87.6853565009566
882664d8c1fffff,42.00483358343957,-87.66332864483797
882664d8c3fffff,41.99732649658418,-87.65856903397871
882664d8c5fffff,42.00587151144134,-87.67479028545377
882664d8c7fffff,41.9983649174059,-87.67002883749875
882664d8cdfffff,42.01234105673649,-87.66808974886669
882664d8e1fffff,42.00043829014408,-87.69294901845691
882664d8e3fffff,41.99293306871492,-87.6881853910948
882664d8e5fffff,42.00147324192018,-87.70440939407065
882664d8e7fffff,41.99396851418227,-87.69964393100452
882664d8e9fffff,42.00690828275126,-87.68625211735934
882664d8ebfffff,41.99940218194931,-87.68148883262887
882664d8edfffff,42.007943897299086,-87.69771413964204
882664d981fffff,41.99162652981849,-87.75216630923369
882664d983fffff,41.984125044928824,-87.74739466335528
882664d985fffff,41.99265553359537,-87.76362413728862
882664d987fffff,41.985154544135604,-87.75885065849573
882664d98bfffff,41.990596370033835,-87.74070866613602
882664d98dfffff,41.99912839900259,-87.75693945023306
882664d991fffff,41.97559279527437,-87.73117053491131
882664d993fffff,41.96809158586813,-87.72640370974894
882664d995fffff,41.97662394472508,-87.74262451196162
882664d997fffff,41.969123229598566,-87.7378558544168
882664d999fffff,41.9820625797978,-87.72448322982652
882664d99bfffff,41.97456049070945,-87.71971674437485
882664d99dfffff,41.98309439012666,-87.73593885349506
882664d9a1fffff,41.987210075490026,-87.78176320097127
882664d9a3fffff,41.97971046170559,-87.77698755308542
882664d9a5fffff,41.98823610750181,-87.79321974648309
882664d9a7fffff,41.9807369900146,-87.78844226708055
882664d9a9fffff,41.99368338129626,-87.7750821493889
882664d9abfffff,41.9861828876787,-87.77030683800491
882664d9adfffff,41.99471007285319,-87.78654034462244
882664d9b1fffff,41.97118305267872,-87.76076070061738
882664d9b3fffff,41.96368371207913,-87.75598987334212
882664d9b5fffff,41.97221123189153,-87.77221340032884
882664d9b7fffff,41.96471238643931,-87.76744074206579
882664d9b9fffff,41.97765393899279,-87.75407867461479
882664d9bbfffff,41.970153718558294,-87.74930818500981
882664d9bdfffff,41.97868277800901,-87.76553302195975
882664d9d1fffff,41.99603593682155,-87.7225615774961
882664d9d3fffff,41.98853258271563,-87.71779393845993
882664d9d5fffff,41.99706791385461,-87.73402068225396
882664d9d7fffff,41.98956505430994,-87.72925120890751
882664d9dbfffff,41.995002803574344,-87.71110266010893
882664d9e1fffff,42.00765866389894,-87.7731755821557
882664d9e3fffff,42.00015690698042,-87.76839911162975
882664d9e5fffff,42.00868551880766,-87.78463726071892
882664d9e7fffff,42.001184258469884,-87.779858956748
882664d9edfffff,42.01516080395881,-87.77795354950337
8827593403fffff,41.998432843945174,-87.90779504097145
8827593407fffff,41.99944615777311,-87.91925353428809
882759340bfffff,42.00491338576846,-87.9011321685761
8827593411fffff,41.989923741298846,-87.8915427717681
8827593413fffff,41.982429489283135,-87.88675032274534
8827593415fffff,41.990938712062785,-87.90299926432164
8827593417fffff,41.983444960087795,-87.89820498746987
8827593419fffff,41.99640274677694,-87.88487857278483
882759341bfffff,41.988907614484575,-87.88008645296708
882759341dfffff,41.99741837359161,-87.89633672016616
8827593423fffff,41.99397668740738,-87.93736977537523
882759342bfffff,42.000458315011144,-87.93071219920337
8827593431fffff,41.9854724345193,-87.92111483551406
8827593433fffff,41.97798006341826,-87.91631840399666
8827593435fffff,41.986484438017456,-87.93257001701011
8827593437fffff,41.97899256781876,-87.92777175907263
8827593439fffff,41.99195252671174,-87.91445592971552
882759343bfffff,41.984459275188016,-87.90965982536336
882759343dfffff,41.992965185181276,-87.92591276703749
882759348dfffff,41.96096598753421,-87.88383114934074
8827593499fffff,41.94394482804241,-87.85136518979972
88275934a9fffff,41.95550523140841,-87.9019381031207
88275934adfffff,41.95651923629893,-87.91338598146595
88275934c1fffff,41.97391849223234,-87.87050670955196
88275934c5fffff,41.974935617937156,-87.88195937246157
88275934cbfffff,41.972900211363694,-87.85905422196208
88275934d1fffff,41.95791161824574,-87.84948412412086
88275934d3fffff,41.95041789536792,-87.84470131949679
88275934d9fffff,41.9643857896717,-87.84281794133672
88275934dbfffff,41.95689118650862,-87.83803546826802
88275934ddfffff,41.96540572370829,-87.85426842473088
88275934e1fffff,41.96947391232513,-87.90007211477499
88275934e3fffff,41.961981801771216,-87.89528050726693
88275934e5fffff,41.970488072271046,-87.9115234718491
88275934e7fffff,41.962996461470276,-87.90673003843561
88275934e9fffff,41.975951588413,-87.89341220977974
88275934ebfffff,41.968458597430995,-87.88862093061526
88275934edfffff,41.97696640359489,-87.90486522059521
88275935cbfffff,41.98000391673234,-87.93922528491164
88275935d1fffff,41.96502231699659,-87.92962961685826
88275935d3fffff,41.95753208693261,-87.9248340315612
88275935d7fffff,41.95854378324535,-87.93628225249626
88275935d9fffff,41.9715010772043,-87.92297500092663
88275935dbfffff,41.96400996656683,-87.91817974193626
88275935ddfffff,41.972512927060734,-87.93442670109654
882759368bfffff,41.9977832099853,-87.82091602000098
8827593691fffff,41.98278658019989,-87.81135224003388
8827593693fffff,41.97528883940566,-87.80657259497842
8827593695fffff,41.983809641941846,-87.82280749716924
8827593697fffff,41.97631239831084,-87.81802602199689
8827593699fffff,41.98926098364656,-87.80467647362862
882759369bfffff,41.98176236286847,-87.79989716303386
882759369dfffff,41.99028470385712,-87.816133381496
88275936b1fffff,41.97835605032038,-87.84093341377013
88275936b5fffff,41.979376143291944,-87.85238737670242
88275936b7fffff,41.971880775396755,-87.84760191060303
88275936b9fffff,41.98483154802758,-87.83426293352827
88275936bdfffff,41.985852298390725,-87.84571854819934
88275936c3fffff,42.01175914145371,-87.81902338766342
88275936cbfffff,42.018236405624684,-87.81234463237439
88275936d3fffff,41.99573560819852,-87.79799872207714
88275936d5fffff,42.00425937333141,-87.81423958530675
88275936d7fffff,41.996759987264916,-87.80945728084075
88275936ddfffff,42.0107357576523,-87.80756116438587
