station_id,station_name,poi_tourism,poi_education,poi_medical,poi_shop,poi_leisure
16905,Central Ave & Lake St,0,1,0,1,0
16906,Austin Blvd & Lake St,0,0,0,0,0
16907,Central Park Blvd & 5th Ave,1,0,0,1,0
16912,Cicero Ave & Flournoy St,0,0,0,0,0
16913,Cicero Ave & Quincy St,0,0,0,1,0
16915,Central Ave & Harrison St,0,2,0,0,0
16916,Central Ave & Madison St,0,1,0,3,0
16918,Austin Blvd & Madison St,2,3,0,1,0
16920,Central Ave & Chicago Ave,0,3,0,1,0
16921,Austin Blvd & Chicago Ave,0,1,0,3,0
16932,Ashland Ave & Pershing Rd,0,1,0,0,0
16933,Morgan St & Pershing Rd,0,0,0,1,0
16937,Ashland Ave & McDowell Ave,0,0,2,7,0
16940,Ashland Ave & 50th St,1,0,2,0,0
16943,Ashland Ave & Garfield Blvd,0,2,0,1,0
16948,Ashland Ave & 63rd St,1,0,0,4,0
16950,Ashland Ave & 66th St,0,0,0,1,0
16951,Damen Ave & 74th St,0,0,0,0,0
16953,Vincennes Ave & 75th St,0,1,0,3,0
16970,Bennett Ave & 79th St,0,0,0,2,0
16991,Milwaukee Ave & Cuyler Ave,2,0,7,42,0
16994,Kilbourn Ave & Milwaukee Ave,0,0,0,1,0
17660,California Ave & Cortez St,2,0,0,7,0
18003,Fairbanks St & Superior St,15,2,5,78,0
18016,Bernard St & Elston Ave,0,0,0,4,0
18017,Central Park Ave & Bloomingdale Ave,2,0,1,6,0
18022,Archer (Damen) Ave & 37th St,3,0,0,2,0
18025,Carpenter St & 63rd St,0,0,1,7,0
18058,Leavitt St & Chicago Ave,4,2,0,17,0
18062,Aberdeen St & Randolph St,4,0,3,56,0
18067,Walsh Park,1,1,1,6,0
18069,Cherry Ave & Blackhawk St,0,0,0,16,0
20,Damen Ave & Wabansia Ave,11,0,1,0,0
2000,Old Hastings Monolith,0,0,0,2,0
20101,Summit Ave & 86th St,0,0,0,1,0
20102,Loomis St & 89th St,0,1,0,1,0
20103,Prospect Sq & 91st St,0,0,0,0,0
20104,State St & 95th St,0,0,0,0,0
20105,Halsted St & 96th St,0,0,0,0,0
20106,Chicago State University,1,0,0,0,0
20107,Walden Pkwy & 100th St,1,0,0,0,0
20108,Hale Ave & 107th St,0,0,0,0,0
20109,Vernon Ave & 107th St,0,1,0,0,0
20110,Eberhart Ave & 91st St,0,1,0,0,0
20111,Olive Harvey College,1,0,0,0,0
20112,Indiana Ave & 103rd St,0,0,0,2,0
20113,Dauphin Ave & 103rd St,1,0,0,0,0
20114,Doty Ave & 111th St,0,0,1,4,0
20115,Martin Luther King Dr & 111th St,2,1,0,1,0
20116,Dauphin Ave & 87th St,0,1,1,10,0
20118,Eggleston Ave & 92nd St,0,0,0,0,0
20119,Elizabeth St & 92nd St,0,1,0,0,0
20120,Stewart Ave & 83rd St,0,0,0,2,0
20121,Loomis Blvd & 84th St,0,0,0,0,0
20123,Western Ave & 104th St,0,1,0,1,0
20124,Vincennes Ave & 104th St,0,0,0,0,0
20125,Halsted St & 104th St,1,0,0,2,0
20126,S Aberdeen St & W 106th St,0,0,0,0,0
20127,Halsted St & 111th St,2,0,1,0,0
20128,S Wentworth Ave & W 111th St,0,0,1,0,0
20129,Ada St & 113th St,0,0,0,0,0
20130,Wentworth Ave & 104th St,0,0,0,0,0
20131,Cottage Grove Ave & 111th Pl,2,1,0,1,0
20133,Woodlawn & 103rd - Olive Harvey Vaccination Site,1,0,0,0,0
20134,Maryland Ave & 104th St,0,0,0,0,0
20201,Kedzie Ave & 104th St,0,0,0,0,0
20202,W 103rd St & S Avers Ave,0,0,0,1,0
20203,Lawndale Ave & 111th St,0,0,0,0,0
20204,Kedzie Ave & 110th St,0,0,0,3,0
20205,Western Ave & 111th St,0,0,0,2,0
20206,Homewood Ave & 115th St,0,0,0,0,0
20207,Major Taylor Trail & 115th St,0,0,0,5,0
20208,Major Taylor Trail & 124th St,0,1,0,1,0
20209,S Michigan Ave & E 118th St,0,2,0,0,0
20210,State St & 123rd St,0,0,0,2,0
20211,Eberhart Ave & 131st St,0,0,0,1,0
20212,Altgeld Gardens,0,1,0,0,0
20213,Commercial Ave & 130th St,0,0,0,0,0
20214,Avenue O & 134th St,0,0,0,0,0
20215,Hegewisch Metra Station,0,0,0,0,0
20217,Torrence Ave & 126th Pl,0,0,0,0,0
20218,Avenue O & 118th St,0,0,1,6,0
20219,Burnham Greenway & 112th St,1,0,0,1,0
20220,Avenue L & 114th St,0,0,0,1,0
20221,Torrence Ave & 106th St,0,0,0,1,0
20222,Burnham Greenway & 105th St,3,0,0,1,0
20223,Ewing Ave & Burnham Greenway,1,0,0,6,0
20224,Calumet Park,1,0,0,5,0
20225,Commercial Ave & 100th St,0,0,0,0,0
20226,Oglesby Ave & 100th St,0,1,0,0,0
20227,Bradley Park,0,1,0,0,0
20228,Constance Ave & 95th St,0,1,0,9,0
20229,Baltimore Ave & 87th St,1,0,1,4,0
20230,Clyde Ave & 87th St,0,2,0,1,0
20231,East End Ave & 87th St,0,0,1,6,0
20232,Big Marsh Park,1,0,0,0,0
20233,Halsted St & 78th St,0,2,0,1,0
20234,Ashland Ave & 78th St,0,4,0,2,0
20235,Greenwood Ave & 91st St,0,0,0,0,0
20236,Stony Island Ave & 90th St,1,1,0,3,0
20237,Yates Blvd & 93rd St,0,0,0,1,0
20238,Greenwood Ave & 97th St,0,0,0,2,0
20239,Marquette Ave & 89th St,0,3,0,0,0
20240,Indiana Ave & 133rd St,0,0,0,0,0
20241,Steelworkers Park,1,0,0,0,0
20242,Houston Ave & 92nd St,4,0,1,9,0
20243,Michigan Ave & 114th St,0,5,0,1,0
20244,Halsted St & 73rd St,0,0,0,3,0
20245,Ashland Ave & 74th St,0,2,0,2,0
20246,N Green St & W Lake St,2,0,1,11,0
20247,W Washington Blvd & N Peoria St,5,1,4,58,0
20248,N Hampden Ct & W Diversey Ave,9,3,4,25,0
202480,Hampden Ct & Diversey Ave,9,3,4,25,0
20249,N Clark St & W Elm St,5,2,3,103,0
20251,N Carpenter St & W Lake St,2,0,1,11,0
20252,W Oakdale Ave & N Broadway,2,0,1,19,0
20253,N Paulina St & Lincoln Ave,2,1,2,14,0
20254,W Armitage Ave & N Sheffield Ave,3,2,2,18,0
20255,N Damen Ave & W Chicago Ave,1,3,0,19,0
20256,N Sheffield Ave & W Wellington Ave,2,2,5,47,0
20257,N Southport Ave & W Newport Ave,0,1,2,8,0
20258,N Damen Ave & W Wabansia St,11,0,1,81,0
20260,Ping Tom Park (East),5,2,0,6,0
2059 Hastings Warehouse Station,NewHastings,1,0,0,9,0
20999,Lyft Driver Center Private Rack,1,2,0,6,0
21303,Kildare Ave & Division St,0,1,0,0,0
21309,Narragansett Ave & McLean Ave,0,0,0,1,0
21314,Narragansett Ave & Wrightwood Ave,0,0,0,25,0
21320,Orange Ave & Addison St,0,0,0,0,0
21322,Grace & Cicero,1,0,0,34,0
21323,Merrimac Park,0,1,1,7,0
21326,Harlem Ave & Irving Park Rd,0,0,1,67,0
21327,Pittsburgh Ave & Irving Park Rd,0,0,0,0,0
21331,21st St & Pulaski Rd,1,0,5,6,0
21336,La Villita Park,0,0,1,1,0
21339,Pershing Rd & Sacramento Ave,0,0,0,2,0
21340,Pulaski Rd & Ann Lurie Pl,0,0,0,12,0
21349,Spaulding Ave & 63rd,0,2,1,4,0
21351,Wellington Ave & Mulligan Ave,2,1,1,4,0
21352,Sayre Ave & Diversey Ave,0,0,0,3,0
21356,Lavergne Ave & Fullerton Ave,0,0,1,4,0
21359,Kilbourn Ave & Belden Ave,0,0,0,2,0
21360,Kilbourn Ave & Roscoe St,0,0,0,1,0
21361,Kenosha Ave & Wellington Ave,0,0,0,0,0
21366,Spaulding Ave & 16th,1,1,0,0,0
21367,Mayfield Ave & Roosevelt Rd,0,2,0,7,0
21371,Kildare & Chicago Ave,0,2,0,0,0
21377,Harlem Ave & Bloomingdale Ave,0,0,2,17,0
21378,Nordica Ave & Medill Ave,0,0,0,4,0
21379,Rockwell St & Archer Ave\t,1,0,0,9,0
21385,St Louis Ave & Norman Bobbins Pl,0,0,0,10,0
21393,Oketo Ave & Addison,0,0,0,1,0
21544,State St & Chicago Ave,14,1,3,134,0
22001,Wells St & Institute Pl,2,0,1,17,0
22002,Woodlawn Ave & 58th St,3,0,0,7,0
22003,University Ave & 59th St,3,0,0,5,0
22004,Blackstone Ave & 59th St,3,0,0,10,0
22005,Drexel Ave & 60th St,3,0,1,2,0
23001,Elizabeth St & Randolph St,3,1,3,21,0
23002,Lincoln Ave & Byron St,0,0,5,34,0
23003,Halsted St & Fulton St,1,0,2,42,0
23101,McCormick Blvd & Devon Ave,0,0,0,15,0
23104,California Ave & Granville Ave,0,0,0,3,0
23106,Kenneth Ave & Lawrence Ave,0,0,1,4,0
23107,Karlov Ave & Lawrence Ave,0,0,0,7,0
23108,Monticello Ave & Lawrence Ave,0,1,1,11,0
23110,Keeler Ave & Carmen Ave,2,0,1,1,0
23112,St Louis Ave & Foster Ave,0,2,0,3,0
23113,Scottsdale Park,0,0,0,1,0
23114,Kildare Ave & 85th St,0,0,0,0,0
23115,Pulaski Rd & 84th St,0,0,0,0,0
23116,Columbus Ave & 83rd Pl,0,0,0,0,0
23117,Kedzie Ave & 83rd St,0,2,0,0,0
23119,Francisco Ave & 85th St,0,0,1,0,0
23120,Damen Ave & 81st St,0,2,0,0,0
23121,Damen Ave & 87th St,3,1,0,0,0
23122,Paulina Ave & 87th St,0,1,0,2,0
23123,Dan Ryan Woods & 83rd St,0,0,0,1,0
23124,Wood St & 84th St,0,2,0,0,0
23126,Springfield Ave & 80th St,0,0,0,1,0
23128,Columbus Ave & 79th St,0,1,0,1,0
23129,Mozart St & 79th St,0,0,0,1,0
23131,Western Ave & 79th St,0,0,0,1,0
23136,Kedzie Ave & 73rd St,0,0,0,0,0
23137,Springfield Ave & 71st St,0,0,1,5,0
23138,St. Louis & 71st St,0,0,0,0,0
23139,Kedzie Ave & Redfield Dr,0,0,0,0,0
23140,California Ave & 71st St,1,1,0,0,0
23141,Artesian Ave & 71st St,0,0,0,0,0
23142,Artesian Ave & Marquette Rd,0,0,0,0,0
23143,Kedzie Ave & 66th Pl,1,1,0,0,0
23162,Marmora Ave & Irving Park Rd,0,1,1,8,0
23163,Laramie Ave & Irving Park Rd,0,0,0,2,0
23164,Grace St & Central Ave,0,1,0,1,0
23165,Cicero Ave & Roscoe Ave,0,1,0,2,0
23166,Major Ave & Addison St,0,1,0,1,0
23167,Laramie Ave & Addison St,0,2,0,3,0
23170,Marmora Ave & Belmont Ave,0,1,0,3,0
23171,Leclaire Ave & Belmont Ave,0,1,0,2,0
23172,Kostner Ave & Belmont Ave,0,0,0,0,0
23173,Central Ave & Wellington Ave,0,1,0,5,0
23175,Mango Ave & Diversey Ave,0,0,0,5,0
23180,Cicero Ave & Wrightwood Ave,0,0,1,8,0
23182,Central Ave & Altgeld St,0,2,0,0,0
23187,Lockwood Ave and Grand Ave,0,0,0,0,0
23190,Karlov Ave & Armitage Ave,0,1,0,5,0
23191,Springfield Ave & North Ave,1,2,0,3,0
23192,Kildare Ave & North Ave,0,0,0,5,0
23210,Central Park Ave & Washington Blvd,3,0,0,0,0
23215,Lexington & California Ave,0,2,0,1,0
24130,Western Ave & 81st St,0,0,0,1,0
24132,Damen Ave & 77th St,0,0,0,0,0
24135,Homan Ave & 77th St,0,0,0,0,0
24144,Central Park Ave & 66th St,0,0,0,0,0
24145,Pulaski Rd & 68th St,0,0,1,7,0
24146,Knox Ave & Marquette Ave,0,0,0,0,0
24147,Sacramento Ave & Pratt Blvd,0,1,0,0,0
24148,Fairfield Ave & Pratt Blvd,0,2,0,0,0
24149,Sacramento Ave & Lunt Ave,1,0,0,1,0
24150,North Boundary Park,1,0,0,18,0
24151,California Ave & Touhy Ave,1,0,0,4,0
24153,Kostner Ave & Bryn Mawr Ave,0,0,0,0,0
24155,Kostner Ave & Devon Ave,0,0,0,0,0
24156,Glenlake Ave & Pulaski Rd,0,0,0,0,0
24157,Central Park Ave & Ardmore Ave,0,0,0,0,0
24158,Bernard St & Peterson Ave,0,0,0,2,0
24159,Kedvale Ave & Peterson Ave,0,0,0,1,0
24174,Cicero Ave & Wellington Ave,0,0,0,8,0
24178,Meade Ave & Fullerton Ave,0,0,0,1,0
24194,Laramie Ave & Bloomingdale Ave,0,0,0,0,0
24196,Mango Ave & North Ave,0,0,0,3,0
24198,Lawler Ave & North Ave,0,1,0,8,0
24199,Monitor Ave & Division St,1,1,0,2,0
24200,Pine Ave & Division St,0,0,0,3,0
24203,Harding Ave & Division St,0,2,0,2,0
24207,Harding Ave & Chicago Ave,0,3,0,4,0
24212,California Ave & Madison St,0,0,0,2,0
24213,Kedzie Ave & Jackson Blvd,0,2,0,1,0
24220,Homan Ave & Arthington Ave,0,1,1,3,0
24225,Avers Ave & 16th St,1,3,1,0,0
24230,Homan Ave & 26th St,0,1,2,8,0
24234,Harding Ave & 31st St,0,0,0,0,0
24237,Wood St & 33rd St,0,0,1,6,0
24240,Kedzie Ave & 38th St,0,0,0,0,0
24243,Kedzie Ave & Archer Ave,0,0,0,3,0
24244,California Ave & 41st St,1,3,0,6,0
24245,Western Ave & 43rd St,0,0,0,1,0
24246,Archer Ave & Homan Ave,0,0,0,2,0
24250,Rockwell St & 47th St,1,1,1,2,0
24252,Lavergne Ave & 44th St,0,0,0,1,0
24253,Lamon Ave & 47th St,0,0,0,3,0
24255,Komensky Ave & 47th St,1,0,0,1,0
24257,Archer Ave & 49th St,1,0,0,4,0
24258,Kilbourn Ave & 49th St,0,0,0,1,0
24261,St Louis Ave & 51st St,0,0,0,0,0
24263,Sacramento Ave & 51st St,0,0,0,1,0
24266,Kedzie Ave & 54th Pl,0,1,1,15,0
24267,Mozart St & 55th St,1,0,0,3,0
24273,Kedzie Ave & 60th St,0,2,0,8,0
24279,Lawndale Ave & 59th St,0,0,0,1,0
24281,Pulaski Rd & 54th St,0,0,1,11,0
24283,Pulaski Rd & 60th Pl,1,0,0,4,0
24285,Kildare Ave & Archer Ave,0,0,0,0,0
24297,Mulligan Ave & Archer Ave,3,2,0,1,0
24308,Narragansett Ave & North Ave,0,1,0,7,0
24322,Overhill Ave & Belmont Ave,0,1,0,1,0
24323,Kilbourn Ave & Diversey Ave,0,0,0,7,0
24326,Long Ave & Diversey Ave,1,3,0,3,0
24332,Lavergne Ave & Diversey Ave,0,1,0,4,0
24333,Oriole Ave & Irving Park Rd,0,0,0,0,0
24335,Newcastle Ave & Irving Park Rd,1,1,0,1,0
24338,Wallace St & Pershing Rd,0,0,0,1,0
24340,Wabash Ave & 49th St,5,2,0,4,0
24341,Shields Ave & 57th St,0,0,0,2,0
24347,Hamilton Park,0,0,0,0,0
24352,Vincennes Ave & 79th St,0,0,0,3,0
24353,Halsted St & 83rd St,0,0,0,1,0
24356,Halsted St & 93rd St,0,0,0,0,0
24358,Loomis St & 95th St,0,0,0,1,0
24359,Vincennes Ave & 95th St,0,0,0,0,0
24360,Princeton Ave & 95th St,0,1,0,0,0
24362,Wentworth Ave & 92nd St,0,0,0,0,0
24363,Portage Park,0,0,0,2,0
24364,Narragansett Ave & Montrose Ave,0,0,0,3,0
24365,Mason Ave & Montrose Ave,0,0,0,2,0
24366,Linder Ave & Montrose Ave,0,0,0,2,0
24367,Milwaukee Ave & Agatite Ave,0,0,0,5,0
24368,Melvina Ave & Giddings Ave,0,0,0,3,0
24369,Menard Ave & Lawrence Ave,0,0,0,8,0
24370,Milwaukee Ave & Ainslie St,2,0,1,23,0
24371,Lavergne Ave & Lawrence Ave,0,0,0,1,0
24374,State St & 45th St,0,0,0,2,0
24375,Wabash Ave & 59th St,0,0,0,0,0
24376,University Ave & 65th St,0,2,0,0,0
24379,Martin Luther King Dr & 87th St,0,0,0,0,0
24392,Commercial Ave & 90th St,5,0,2,11,0
24393,Burley Ave & 85th St,0,0,0,0,0
24395,Burley Ave & 91st St,4,0,0,5,0
24396,Manistee Ave & 95th St,0,0,0,0,0
24398,Commercial Ave & 97th St,0,0,0,1,0
24400,Ewing Ave & 97th St,0,0,0,0,0
24401,Ewing Ave & 98th St,1,0,0,0,0
24411,Parnell Ave & 127th St,0,0,0,0,0
24412,Stewart Ave & 123rd St,0,1,0,0,0
24415,Michigan Ave & 113th St,0,5,0,1,0
24417,State St & 111th St,0,1,1,1,0
24418,Michigan Ave & 108th St,0,1,0,1,0
24419,Wentworth Ave & 107th St,0,1,0,0,0
24420,Michigan Ave & 105th St,0,0,0,2,0
24423,Throop St & 99th St,0,3,0,0,0
24425,Aberdeen St & 103rd St,0,0,0,0,0
24427,Vincennes Ave & 107th St,0,0,0,0,0
24431,Laflin St & 115th St,0,0,0,5,0
24432,Racine Ave & 115th St,0,0,0,0,0
24433,Eggleston Ave & 115th St,0,0,0,0,0
24440,Halsted St & 123rd St,0,1,0,1,0
24454,Western Ave & 101st St,0,1,0,2,0
24458,Peterson/Ridge Metra,0,0,0,6,0
24467,Cumberland Ave & Catherine Ave,0,0,0,1,0
24476,Farragut Ave & Central Ave,0,0,1,0,0
24477,Lynch Ave & Elston Ave,1,0,0,1,0
24478,Menard Ave & Milwaukee Ave,0,0,1,7,0
301,Monticello Ave & Chicago Ave,0,2,0,1,0
302,Lamon Ave & Chicago Ave,0,0,0,3,0
303,Public Rack - Kildare Ave & Division St,0,1,0,0,0
304,Lavergne Ave & Division St,0,0,0,3,0
305,Menard Ave & Division St,0,2,0,3,0
307,Leamington Ave & Hirsch St,0,0,0,10,0
308,Major Ave & Bloomingdale Ave,0,0,0,4,0
309,Narragansett & McLean,1,0,0,2,0
310,North Ave & New England Ave,0,0,0,14,0
312,Lockwood Ave & Wrightwood Ave,1,3,0,2,0
313,Long Ave & Belden Ave,0,0,0,0,0
314,Narragansett & Wrightwood,0,0,0,21,0
316,Lamon Ave & Belmont Ave,0,1,0,1,0
317,Long Ave & Belmont Ave,0,2,0,1,0
318,Oak Park & Wellington,0,0,0,0,0
319,Roscoe & Harlem,0,1,0,1,0
320,Orange & Addison,0,0,0,1,0
321,Kostner Ave & Wrightwood Ave,0,0,0,7,0
322,Cicero Ave & Grace St,1,0,6,36,0
323,Narragansett & Irving Park,0,1,1,10,0
324,Meade Ave & Addison St,0,3,1,6,0
325,Harlem Ave & Grace St,0,0,0,14,0
326,Harlem & Irving Park,0,0,0,14,0
327,Plainfield & Irving Park,0,0,0,0,0
329,Central Park Ave & Douglas Blvd,1,3,1,0,0
330,Keeler Ave & Roosevelt Rd,0,0,0,1,0
331,Halsted St & Clybourn Ave,0,0,1,36,0
331,Pulaski Rd & 21st St,1,0,6,6,0
332,Harding Ave & 26th St,0,0,0,3,0
333,Kildare & Cermak,0,0,0,1,0
334,Lawndale Ave & 30th St,0,0,0,3,0
335,Komensky Ave & 31st St,1,1,0,2,0
336,La Villita Park (Albany/30th),0,0,1,2,0
337,Hoyne Ave & 34th St,1,1,0,2,0
338,California Ave & 36th St,0,0,0,1,0
339,Sacramento Ave & Pershing Rd,1,0,0,2,0
340,Pulaski & Ann Lurie Pl,0,0,0,5,0
341,Archer Ave & 43rd St,1,0,0,2,0
342,Kedzie Ave & 45th St,0,0,0,5,0
343,Pulaski Rd & 51st St,1,0,0,10,0
344,Springfield Ave & 47th St,0,0,0,1,0
345,Artesian Ave & 55th St,1,1,0,4,0
346,Kedzie Ave & 57th St,0,2,0,6,0
347,Komensky Ave & 55th St,0,0,1,4,0
348,Western Ave & 62nd St,0,0,0,0,0
349,Spaulding Ave & 63rd St,0,1,0,1,0
350,Hamlin Ave & 62nd Pl,1,1,0,1,0
351,Mulligan Ave & Wellington Ave,0,1,0,3,0
352,Sayre & Diversey,0,0,0,0,0
353,Meade Ave & Diversey Ave,0,1,0,3,0
354,Parkside Ave & Armitage Ave,0,0,0,1,0
355,Central Ave & Parker Ave,0,0,0,5,0
356,Lavergne & Fullerton,0,0,1,3,0
357,Lamon Ave & Armitage Ave,0,0,1,3,0
358,Kilpatrick Ave & Parker Ave,0,0,0,7,0
359,Kilbourn & Belden,0,0,0,3,0
360,Kilbourn & Roscoe,0,0,0,0,0
361,Kenosha & Wellington,0,0,0,5,0
362,Lawndale Ave & 16th St,1,3,1,0,0
363,Tripp Ave & 15th St,0,0,0,1,0
364,Homan Ave & Fillmore St,0,1,1,2,0
365,Kildare Ave & 26th St,1,1,0,2,0
366,Spaulding Ave & 16th St,1,1,0,0,0
367,Mayfield & Roosevelt Rd,0,0,0,2,0
368,Tripp Ave & 31st St,1,1,0,2,0
369,Central Park Ave & Ohio St,19,0,0,0,0
370,Central Park & Augusta Blvd,0,2,0,1,0
371,Kildare Ave & Chicago Ave,0,1,0,0,0
372,Hamlin Ave & Grand Ave,0,1,0,3,0
373,Augusta Blvd & Laramie Ave,0,0,0,2,0
374,Kilpatrick Ave & Grand Ave,0,0,1,6,0
375,Long Ave & North Ave,0,2,0,4,0
376,Menard Ave & North Ave,0,0,0,4,0
377,Bloomingdale Ave & Harlem Ave,0,0,1,17,0
378,Nordica & Medill,0,0,0,1,0
379,Rockwell St & Archer Ave,1,0,0,7,0
380,Fairfield Ave & 44th St,2,1,1,2,0
381,Francisco Ave & 47th St,0,0,0,5,0
382,Kedzie Ave & 48th Pl,0,0,0,1,0
383,Campbell Ave & 51st St,0,1,0,10,0
384,Kedzie Ave & 52nd St,0,0,0,1,0
385,St Louis Ave & Norman Bobbins Ave,0,0,0,8,0
386,Rockwell St & 57th St,1,1,0,4,0
387,St Louis Ave & 59th St,0,0,0,8,0
388,Richmond St & 59th St,0,2,0,6,0
389,Maplewood Ave & 59th St,1,1,0,4,0
390,California Ave & Marquette Rd,4,0,0,0,0
391,Rockwell St & 63rd St,0,0,0,0,0
392,Homan Ave & 65th St,0,1,0,1,0
393,Oketo Ave & Addison St,0,1,0,1,0
394,Panama Ave & Grace St,0,0,0,0,0
395,Shabbona Park,0,0,0,1,0
396,Central Ave & Roscoe St,0,2,0,2,0
397,Narragansett Ave & School St,0,1,0,4,0
398,Long & Irving Park,0,1,0,3,0
399,Lavergne Ave & 46th St,0,0,0,0,0
400,Lawler Ave & 50th St,0,1,0,1,0
401,Kildare Ave & 47th St,0,3,0,1,0
402,Kenneth Ave & 50th St,0,0,0,1,0
403,Kildare Ave & 55th St,0,0,0,0,0
404,Pulaski Rd & 60th St,1,1,0,1,0
406,Kostner Ave & 63rd St,0,0,0,1,0
407,Tripp Ave & 65th St,0,0,0,1,0
410,Campbell Ave & Augusta Blvd,3,3,2,32,0
411,Francisco Ave & Chicago Ave,0,0,0,3,0
414,Sacramento Blvd & Fulton Ave,0,0,0,1,0
415,Western Ave & Lake St,0,0,0,8,0
416,Washtenaw Ave & Madison St,0,0,0,8,0
417,Troy St & Jackson Blvd,0,0,0,2,0
418,Mozart St & Jackson Blvd,0,0,0,2,0
419,Sacramento Blvd & Polk St,0,3,2,2,0
420,Washtenaw Ave & Polk St,0,0,0,3,0
421,Albany Ave & Douglas Blvd,1,2,0,0,0
422,Albany Ave & 16th St,1,2,0,0,0
424,Sacramento Ave & 25th St,0,6,0,2,0
425,Rockwell St & Cermak Rd,0,1,0,10,0
426,California & 16th St,1,2,0,0,0
427,Whipple St & Roosevelt Rd,0,3,2,2,0
428,Milwaukee Ave & Fullerton Ave,2,0,0,26,0
429,Francisco Ave & Bloomingdale Ave,3,0,1,3,0
430,Troy St & Grace St,0,0,0,8,0
431,Western Ave & Grace St,2,1,2,8,0
432,Sacramento Blvd & Addison St,0,0,0,12,0
433,Elston Ave & Henderson St,0,1,0,4,0
434,Albany Ave & Belmont Ave,0,0,0,6,0
435,Rockwell St & Fletcher St,2,1,0,9,0
436,Kedzie Ave & George St,3,0,2,50,0
437,Whipple St & Irving Park Rd,0,0,0,12,0
438,Western Ave & Berteau Ave,4,1,0,4,0
439,Campbell Ave & Irving Park Rd,2,1,2,8,0
441,Virginia Ave & Catalpa Ave,0,1,0,0,0
442,Lincoln Ave & Balmoral Ave,0,0,0,7,0
443,California Ave & Winona St,0,0,0,3,0
444,N Shore Channel Trail & Argyle St,0,0,0,3,0
445,Western Ave & Gunnison St,1,0,2,25,0
446,Francisco Ave & Montrose Ave,5,0,0,3,0
452,Richmond St & Lincoln Ave,0,1,0,1,0
458,Washtenaw Ave & Peterson Ave,0,1,0,1,0
460,Francisco Ave & Hollywood Ave,0,1,0,0,0
462,Lincoln Ave & Peterson Ave,0,0,0,3,0
464,Western Ave & Ardmore Ave,6,1,0,2,0
465,Troy Ave & 27th St,0,0,1,2,0
466,California Ave & 29th St,0,0,0,0,0
471,Damen Ave & 33rd St,1,0,1,3,0
472,Elston Ave & George St,0,0,0,11,0
473,Mason Ave & Belmont Ave,0,2,0,2,0
474,Fullerton & Monitor,0,0,0,1,0
475,Whipple/Irving Park,0,0,0,12,0
476,Public Rack - Francisco Ave & Touhy Ave,1,0,0,4,0
477,Public Rack - California Ave & Touhy Ave - midblock,1,0,0,4,0
478,Public Rack - California Ave & Touhy Ave - SW,1,0,0,4,0
479,Public Rack - California Ave & Touhy Ave - NW,1,0,0,4,0
480,Public Rack - Rockwell Ave & Touhy Ave ,1,0,0,4,0
481,Public Rack - Chase Ave & Touhy Ave - NW,2,0,0,1,0
482,Public Rack - Chase Ave & Touhy Ave - NE,2,0,0,1,0
483,Public Rack - Western Ave & Jarvis Ave,0,0,2,10,0
484,Public Rack - Sacramento Ave & Greenleaf Ave,1,0,0,4,0
485,Public Rack - Sacramento Ave & Devon Ave,1,2,0,6,0
486,Public Rack - California Ave & Devon Ave - NW,1,2,0,6,0
487,Public Rack - California Ave & Devon Ave - NE,1,2,0,6,0
488,Public Rack - McCormick Blvd & Devon Ave,0,0,0,3,0
489,Public Rack - Spaulding Ave & Bryn Mawr Ave,0,2,0,3,0
490,Public Rack - Kimball Ave & Carmen Ave,5,2,0,10,0
491,Public Rack - Kedzie Ave & Argyle St,5,2,0,10,0
492,Public Rack - Hamlin Ave & Montrose Ave,1,0,0,10,0
493,Public Rack - St Louis Ave & Berteau Ave,1,0,0,10,0
494,Public Rack - Avers Ave & Irving Park Rd,0,0,0,1,0
495,Public Rack - Keystone Ave & Irving Park Rd,0,0,0,4,0
496,Public Rack - Kedvale Ave & Avondale Ave,0,0,0,4,0
497,Public Rack - Lowell Ave & Elston Ave,0,0,1,3,0
498,Public Rack - Avondale Ave & Addison St,0,0,0,1,0
499,Public Rack - Christiana Ave & Belmont Ave,0,0,0,6,0
500,Public Rack - Monticello Ave & Belmont Ave,0,0,0,8,0
501,Public Rack - Milwaukee Ave & School St,1,1,1,7,0
502,Public Rack - Milwaukee Ave & Addison St,0,0,0,4,0
503,Public Rack - Jonathan Y Scammon Public School,1,1,1,7,0
504,Public Rack - Milwaukee Ave & Diversey Ave,3,0,2,50,0
505,Public Rack - Milwaukee Ave & Haussen Ct,0,0,0,8,0
506,Public Rack - Lawndale Ave & Diversey Ave,0,0,0,9,0
507,Public Rack - Hamlin Ave & Fullerton Ave,0,0,1,7,0
508,Public Rack - Pulaski Rd & Fullerton Ave,0,1,0,5,0
509,Public Rack - Mozart Elementary School,0,0,1,7,0
510,Public Rack - Spaulding Ave & North Ave,1,1,0,12,0
511,Public Rack - Sacramento Blvd & Division St,3,0,1,3,0
512,Public Rack - California Ave & Cortez St,3,0,0,4,0
513,Public Rack - Spaulding Ave & Evergreen Ave,1,1,0,12,0
514,Public Rack - Hamlin Ave & Grand Ave,0,2,0,1,0
515,Paulina St & Howard St,0,0,0,23,0
516,Public Rack - Kenton Ave & Palmer St,0,0,0,3,0
517,Public Rack - Pulaski Rd & Armitage Ave,0,1,0,5,0
518,Conservatory Dr & Lake St,22,0,0,1,0
519,Wolcott Ave & Fargo Ave,0,0,0,22,0
