target_variable,train_r2,val_r2,test_r2,train_rmse,val_rmse,test_rmse,train_mae,val_mae,test_mae,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std,n_features
cbike_start,0.48319215665538695,0.4863197933720129,0.3639984487548156,11.349099235662795,11.015478372955725,8.715407972333947,6.577844256860138,6.513385014495479,5.891041504138367,0.482451440913375,0.004142097156110991,11.294206709657526,0.36591772549372953,6.571413913845795,0.029996799801332658,64
cbike_end,0.4730519935585381,0.47539839459249655,0.3532664516914018,11.483640252155192,11.146535037138117,8.784056936736722,6.604570000841137,6.527764614089985,5.8982390359184205,0.4722170911658187,0.005356762124157752,11.427019285937963,0.4113730908604556,6.594763845963351,0.0372714819588959,64
ebike_start,0.5400038621434085,0.5441637016934628,0.5524056653630667,5.707902321831922,5.562814855800713,5.990536978844469,3.5930608966868953,3.530447769465248,3.5376707313654965,0.5394604671367527,0.005530493042325127,5.687123268361881,0.09697367337838768,3.584101811629492,0.03093232183705444,64
ebike_end,0.5389539489720554,0.5431289447375046,0.5443470044658705,5.642099454792575,5.506434857576949,6.012385481924539,3.5426856781262135,3.4800149266233955,3.5186483860850997,0.5383938472729664,0.00504302765834008,5.623265765354775,0.09109295218595673,3.533843615578499,0.031574393942607686,64
