target_variable,best_validation_r2,best_validation_rmse,best_validation_mae,cv_r2_mean,cv_r2_std,cv_rmse_mean,cv_rmse_std,cv_mae_mean,cv_mae_std,test_r2,test_rmse,test_mae,n_features
cbike_start,0.4863197933720129,11.015478372955725,6.513385014495479,0.482451440913375,0.004142097156110991,11.294206709657526,0.36591772549372953,6.571413913845795,0.029996799801332658,0.3639984487548156,8.715407972333947,5.891041504138367,64
cbike_end,0.47539839459249655,11.146535037138117,6.527764614089985,0.4722170911658187,0.005356762124157752,11.427019285937963,0.4113730908604556,6.594763845963351,0.0372714819588959,0.3532664516914018,8.784056936736722,5.8982390359184205,64
ebike_start,0.5441637016934628,5.562814855800713,3.530447769465248,0.5394604671367527,0.005530493042325127,5.687123268361881,0.09697367337838768,3.584101811629492,0.03093232183705444,0.5524056653630667,5.990536978844469,3.5376707313654965,64
ebike_end,0.5431289447375046,5.506434857576949,3.4800149266233955,0.5383938472729664,0.00504302765834008,5.623265765354775,0.09109295218595673,3.533843615578499,0.031574393942607686,0.5443470044658705,6.012385481924539,3.5186483860850997,64
