station_id,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,202211,202212,202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412,202501,202502,202503,202504,202505,202506,202507
  24321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
021320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,,,,,1,1,0,0,0,0,0,1,1,1,1,0,1,1,0,0,0,0,0,0,0,1,2,2,1,2,2,2,2,0,0,0,,1,1,1,1
1012,,,,,,,,,,,,,,,,,,,2,,,,1,,,2,,,3,3,3,3,3,3,3,3,2,1,2,3,3,3,3,3,3,3,2,1,2,2,1,3,2,3,3
1013,,,,,,,,,,,,,,,,,,,2,2,2,2,2,,,,,2,2,,2,2,2,2,2,,,2,,,,3,3,3,4,3,3,,,,,,,,
1014,,,,,,,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,1,,,,,,
1015,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,,,0,0,0,0,,,,,,,,0,0,0,0,0,0,,0,0,0,0,0,0,0
1016,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,0,0,0,0,,,,,,,,0,,,0,,,,0,,,,,,
1017,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,,,1,,,2,2,,,,,,2,,,,3,3,
1018,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,,0,0,0,0,0,0,1,1,1,1,1,1,2,2,2,,2,2,2,,,2,,,2,,,2,2
1019,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,1,1,1,1,1,2,2,2,2,2,2,2,2,2,2,,2,2,2,2,,2
1020,,,,,,,,,,,,,,,,,,,,3,3,,3,,,,,,3,3,,3,3,3,,,,,3,,3,3,3,3,,3,,,,,,,,3,
1021,,,,,,,,,,,,,,,,,,,1,,1,,,,,,,,1,,1,,,,,,,,,,,,,,1,1,,,,1,,,,,1
1022,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,0,,,0,,,0,,,,,,,,,0,,,,,,,0,,,
1023,,,,,,,,,,,,,,,,,,,,3,2,2,3,2,,2,2,,,,2,,,,,,,2,,2,3,,4,,,4,,,,,,,2,,
1024,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,,,,,,,,,
1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,2,,,2,,,,,,,,,
1027,,,,,,,,,,,,,,,,,,,,,0,,1,1,1,2,,1,,1,1,0,0,,,,,,,,,1,,0,0,2,,,,,,,2,,
1028,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,1,1,1,1,2,2,1,,,1,0,,2,1,1,2,2,3,1,1,1,1,1,1,2,1,2
1029,,,,,,,,,,,,,,,,,,,,,0,,1,1,,,0,,1,,1,,0,,0,,0,0,1,,1,,2,0,,2,,,,,,,2,,
1030,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0,,0,,,,0,,,,,0,,,0,,,,,,,,,,,0,,,
1031,,,,,,,,,,,,,,,,,,,,,0,0,1,0,0,,0,0,0,0,0,0,0,0,,0,,1,,0,1,1,,,,1,1,0,,0,,0,0,0,1
1032,,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,0,0,0,1,1,0,1,1,1,1,1,1,1,1
1033,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,1,1,1,1,,2,,,2,2,2,2,1,2,,,2,2,,,2
1034,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,,0,0,0,,0,0,,,,,,,0,,,,0,1,1,,,,,,,,,
1035,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,2,,,4,,,,,,,4,,
1036,,,,,,,,,,,,,,,,,,,,0,1,,,,,,0,,,0,,0,1,0,,0,,0,0,,0,,,,,4,,,3,,,4,,,
1037,,,,,,,,,,,,,,,,,,,,,,,,,4,,,5,8,8,,7,8,6,5,2,,3,,,5,,,6,6,9,,,,,,,,,
1038,,,,,,,,,,,,,,,,,,,,1,1,0,0,0,1,0,0,1,1,1,1,1,2,,,,,,,,2,1,,,,3,,,,,,,,,2
