station_id,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,202211,202212,202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412,202501,202502,202503,202504,202505,202506,202507
  24321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
021320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,,,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1012,,,,,,,,,,,,,,,,,,,0,,,,0,,,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1013,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,,,,,,,,
1014,,,,,,,,,,,,,,,,,,,,2,2,,,,,,,,,,,,,,,,,,,,2,2,2,2,,,,,2,,,,,,
1015,,,,,,,,,,,,,,,,,,,,1,0,,1,,0,,0,,,,1,1,1,1,,,,,,,,1,0,0,1,0,0,,1,0,0,0,0,0,0
1016,,,,,,,,,,,,,,,,,,,0,1,,0,1,,,,,,,,1,1,1,1,,,,,,,,1,,,1,,,,1,,,,,,
1017,,,,,,,,,,,,,,,,,,,0,0,0,,,,,0,0,,0,0,0,0,0,0,0,0,,,0,,,0,0,,,,,,0,,,,0,0,
1018,,,,,,,,,,,,,,,,,,,,3,3,3,3,,3,,3,2,3,3,3,3,3,3,3,3,3,3,3,3,3,,4,4,4,,,4,,,4,,,3,4
1019,,,,,,,,,,,,,,,,,,,2,3,3,3,3,2,3,2,3,,3,3,3,3,3,3,3,3,3,3,3,3,3,3,4,4,4,3,3,4,,3,4,3,3,,4
1020,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,0,0,,0,0,0,,,,,0,,0,0,0,0,,0,,,,,,,,0,
1021,,,,,,,,,,,,,,,,,,,1,,2,,,,,,,,0,,0,,,,,,,,,,,,,,3,3,,,,0,,,,,2
1022,,,,,,,,,,,,,,,,,,,,,,0,,1,,,,,,0,,,1,,,0,,,,,,,,,1,,,,,,,1,,,
1023,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,,,,0,,,,,,,0,,0,0,,0,,,1,,,,,,,0,,
1024,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,,,,
1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,1,,,1,,,,,,,,,
1027,,,,,,,,,,,,,,,,,,,,,3,,2,1,0,1,,1,,1,3,1,3,,,,,,,,,2,,2,1,3,,,,,,,3,,
1028,,,,,,,,,,,,,,,,,,,,,,7,6,5,,3,,,7,7,7,6,7,5,4,,,2,1,,4,1,1,4,4,7,1,0,0,1,2,3,3,1,6
1029,,,,,,,,,,,,,,,,,,,,,3,,2,1,,,1,,1,,3,,3,,1,,1,1,1,,2,,1,2,,3,,,,,,,3,,
1030,,,,,,,,,,,,,,,,,,,,3,3,3,,,,3,2,,4,,,,4,,,,,2,,,2,,,,,,,,,,,2,,,
1031,,,,,,,,,,,,,,,,,,,,,3,3,2,2,2,,2,2,2,3,2,2,3,3,,2,,2,,2,3,2,,,,2,2,2,,2,,3,2,2,2
1032,,,,,,,,,,,,,,,,,,,,2,3,2,,,,,1,2,3,3,1,3,3,1,,,1,2,1,2,2,1,2,2,3,3,1,1,1,1,1,1,1,1,1
1033,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,1,,,1,1,1,1,1,1,,,1,1,,,1
1034,,,,,,,,,,,,,,,,,,,,,3,2,1,1,1,1,,2,3,3,,3,3,,,,,,,2,,,,2,3,3,,,,,,,,,
1035,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,1,,,,,,,1,,
1036,,,,,,,,,,,,,,,,,,,,4,4,,,,,,4,,,4,,4,4,4,,3,,3,4,,4,,,,,4,,,3,,,2,,,
1037,,,,,,,,,,,,,,,,,,,,,,,,,3,,,2,4,2,,3,4,3,1,1,,2,,,3,,,2,2,2,,,,,,,,,
1038,,,,,,,,,,,,,,,,,,,,6,5,7,6,5,3,3,3,4,7,7,7,6,7,,,,,,,,4,1,,,,7,,,,,,,,,6
