station_id,202101,202102,202103,202104,202105,202106,202107,202108,202109,202110,202111,202112,202201,202202,202203,202204,202205,202206,202207,202208,202209,202210,202211,202212,202301,202302,202303,202304,202305,202306,202307,202308,202309,202310,202311,202312,202401,202402,202403,202404,202405,202406,202407,202408,202409,202410,202411,202412,202501,202502,202503,202504,202505,202506,202507
  24321,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
021320,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1011,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
1012,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1013,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,,,,0,0,,0,0,0,0,0,,,0,,,,0,0,0,0,0,0,,,,,,,,
1014,,,,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,,,,,,,,,,,1,1,1,1,,,,,1,,,,,,
1015,,,,,,,,,,,,,,,,,,,,0,0,,0,,0,,0,,,,0,0,0,0,,,,,,,,2,2,2,2,2,2,,2,2,2,2,2,2,2
1016,,,,,,,,,,,,,,,,,,,0,0,,0,0,,,,,,,,0,0,0,0,,,,,,,,2,,,2,,,,2,,,,,,
1017,,,,,,,,,,,,,,,,,,,1,1,1,,,,,1,1,,1,1,1,1,1,1,1,1,,,1,,,1,1,,,,,,1,,,,1,1,
1018,,,,,,,,,,,,,,,,,,,,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,,0,,,0,,,0,0
1019,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0
1020,,,,,,,,,,,,,,,,,,,,0,0,,0,,,,,,0,0,,0,0,0,,,,,0,,1,1,1,1,,1,,,,,,,,1,
1021,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,0,,0,,,,,,,,,,,,,,1,1,,,,0,,,,,1
1022,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,0,,,0,,,0,,,,,,,,,2,,,,,,,2,,,
1023,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,,,,0,,,,,,,0,,0,0,,0,,,0,,,,,,,0,,
1024,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,2,1,,2,,,,,,,,,
1025,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,1,,,1,,,,,,,,,
1027,,,,,,,,,,,,,,,,,,,,,0,,0,0,0,0,,0,,0,0,0,0,,,,,,,,,0,,0,0,0,,,,,,,0,,
1028,,,,,,,,,,,,,,,,,,,,,,0,0,0,,0,,,0,0,0,0,0,0,0,,,0,0,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
1029,,,,,,,,,,,,,,,,,,,,,0,,0,0,,,0,,0,,0,,0,,0,,0,0,0,,0,,0,0,,0,,,,,,,0,,
1030,,,,,,,,,,,,,,,,,,,,0,0,0,,,,0,0,,0,,,,0,,,,,0,,,1,,,,,,,,,,,1,,,
1031,,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,,0,,0,0,0,,,,1,0,1,,1,,1,1,1,1
1032,,,,,,,,,,,,,,,,,,,,2,0,0,,,,,0,0,1,0,0,0,0,1,,,1,2,0,1,1,2,2,1,0,2,1,0,0,0,1,0,0,0,1
1033,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,,0,,,0,0,0,0,0,0,,,0,0,,,0
1034,,,,,,,,,,,,,,,,,,,,,0,0,2,0,0,0,,0,1,0,,0,0,,,,,,,1,,,,1,0,2,,,,,,,,,
1035,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,0,,,2,,,,,,,1,,
1036,,,,,,,,,,,,,,,,,,,,0,0,,,,,,0,,,0,,0,0,0,,0,,0,0,,0,,,,,0,,,0,,,0,,,
1037,,,,,,,,,,,,,,,,,,,,,,,,,0,,,0,0,0,,0,0,0,0,0,,0,,,0,,,0,0,0,,,,,,,,,
1038,,,,,,,,,,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,1,1,,,,1,,,,,,,,,1
